"","gene","name","Superclass_x","Class_x","Subclass_x"
"1674","RVBD3917c","parB","Cellular Processes","Cell Cycle, Cell Division and Death","Cell_Division"
"1675","RVBD3918c","parA","Cellular Processes","Cell Cycle, Cell Division and Death","Cell_Division"
"1676","RVBD3919c","gidB","Cellular Processes","Cell Cycle, Cell Division and Death",""
"1677","RVBD3924c","rpmH","","","Ribosome_biogenesis"
"1678","RVBD0719","rplF","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"1679","RVBD0721","rpsE","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"1680","RVBD0721","rpsE","Protein Processing","Protein Fate (folding, modification, targeting, degradation)","Protein_processing_and_modification"
"1681","RVBD0716","rplE","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"1682","RVBD0706","rplV","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"1683","RVBD0703","rplW","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"1684","RVBD0701","rplC","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"1685","RVBD0638","secE1","","","Cell_wall_of_Mycobacteria"
"1686","RVBD0682","rpsL","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"1687","RVBD0682","rpsL","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"1688","RVBD0720","rplR","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"1689","RVBD0714","rplN","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"1690","RVBD0723","rplO","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"1691","RVBD2421c","nadD","Metabolism","Cofactors, Vitamins, Prosthetic Groups","NAD_and_NADP"
"1692","RVBD0704","rplB","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"1693","RVBD0639","nusG","","","Transcription"
"1694","RVBD0707","rpsC","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"1695","RVBD2244","acpM","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Fatty_acids"
"1696","RVBD2244","acpM","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Phospholipids"
"1697","RVBD0635","hadA","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Fatty_acids"
"1698","RVBD3418c","groES","Protein Processing","Protein Fate (folding, modification, targeting, degradation)","Protein_folding"
"1699","RVBD0732","secY","","","Cell_wall_of_Mycobacteria"
"1700","RVBD2909c","rpsP","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"1701","RVBD3809c","glf","Cell Envelope","Cell Envelope, Capsule and Slime layer","Cell_wall_of_Mycobacteria"
"1702","RVBD3285","accA3","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Biotin"
"1703","RVBD3285","accA3","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Fatty_acids"
"1704","RVBD2178c","aroG","Metabolism","Amino Acids and Derivatives","Aromatic_amino_acids_and_derivatives"
"1705","RVBD0718","rpsH","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"1706","RVBD2357c","glyS","Protein Processing","Protein Synthesis","Aminoacyl-tRNA-synthetases"
"1707","RVBD2150c","ftsZ","Cellular Processes","Cell Cycle, Cell Division and Death","Cell_Division"
"1708","RVBD2572c","aspS","Protein Processing","Protein Synthesis","Aminoacyl-tRNA-synthetases"
"1709","RVBD3456c","rplQ","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"1710","RVBD0700","rpsJ","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"1711","RVBD0700","rpsJ","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"1712","RVBD0708","rplP","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"1713","RVBD3806c","ubiA","Cell Envelope","Cell Envelope, Capsule and Slime layer","Cell_wall_of_Mycobacteria"
"1714","RVBD3808c","glfT2","Cell Envelope","Cell Envelope, Capsule and Slime layer","Cell_wall_of_Mycobacteria"
"1715","RVBD2245","kasA","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Fatty_acids"
"1716","RVBD0709","rpmC","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"1717","RVBD1007c","metS","Protein Processing","Protein Synthesis","Aminoacyl-tRNA-synthetases"
"1718","RVBD3443c","rplM","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"1719","RVBD0509","hemA","Energy","Respiration","Biogenesis_of_respiratory_chain_components"
"1720","RVBD0509","hemA","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Tetrapyrroles"
"1721","RVBD2243","fabD","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Fatty_acids"
"1722","RVBD2243","fabD","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"1723","RVBD0684","fusA1","Protein Processing","Protein Synthesis","Translation"
"1724","RVBD0684","fusA1","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"1725","RVBD3257c","pmmA","","","Central_Metabolism"
"1726","RVBD0787A","RVBD0787A","Metabolism","Nucleosides and Nucleotides","Purines"
"1727","RVBD0482","murB","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Cell_wall_of_Mycobacteria"
"1728","RVBD3609c","folE","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"1729","RVBD3801c","fadD32","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Fatty_acids"
"1730","RVBD3924c","rpmH","","","Ribosome_biogenesis"
"1731","RVBD2580c","hisS","Protein Processing","Protein Synthesis","Aminoacyl-tRNA-synthetases"
"1732","RVBD0636","hadB","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Fatty_acids"
"1733","RVBD0777","purB","Metabolism","Nucleosides and Nucleotides","Purines"
"1734","RVBD1547","dnaE1","","","DNA_replication"
"1735","RVBD0001","dnaA","","","DNA_replication"
"1736","RVBD1311","atpC","Energy","Respiration","ATP_synthases"
"1737","RVBD1415","ribA2","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"1738","RVBD1415","ribA2","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Riboflavin,_FMN,_FAD"
"1739","RVBD3459c","rpsK","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"1740","RVBD0685","tuf","Protein Processing","Protein Synthesis","Translation"
"1741","RVBD0685","tuf","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"1742","RVBD0702","rplD","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"1743","RVBD1326c","glgB","Metabolism","Carbohydrates","Polysaccharides"
"1744","RVBD0641","rplA","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"1745","RVBD0440","groEL2","Protein Processing","Protein Fate (folding, modification, targeting, degradation)","Protein_folding"
"1746","RVBD3859c","gltB","","","NAD_and_NADP"
"1747","RVBD3302c","glpD2","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Phospholipids"
"1748","RVBD2145c","wag31","Cellular Processes","Cell Cycle, Cell Division and Death","Cell_Division"
"1749","RVBD2890c","rpsB","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"1750","RVBD2247","accD6","","","Fatty_acids"
"1751","RVBD0005","gyrB","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"1752","RVBD0005","gyrB","DNA Processing","DNA Processing","DNA_replication"
"1753","RVBD2540c","aroF","Metabolism","Amino Acids and Derivatives","Aromatic_amino_acids_and_derivatives"
"1754","RVBD3834c","serS","Protein Processing","Protein Synthesis","Aminoacyl-tRNA-synthetases"
"1755","RVBD2682c","dxs1","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Isoprenoids"
"1756","RVBD2682c","dxs1","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Pyridoxine"
"1757","RVBD3457c","rpoA","RNA Processing","RNA Processing","Transcription"
"1758","RVBD2703","sigA","Cellular Processes","Cell Cycle, Cell Division and Death","Transcription"
"1759","RVBD2442c","rplU","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"1760","RVBD0884c","serC","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Pyridoxine"
"1761","RVBD0884c","serC","Metabolism","Amino Acids and Derivatives","Alanine,_serine,_and_glycine"
"1762","RVBD1483","fabG1","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Fatty_acids"
"1763","RVBD2448c","valS","Protein Processing","Protein Synthesis","Aminoacyl-tRNA-synthetases"
"1764","RVBD1643","rplT","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"1765","RVBD0206c","mmpL3","Membrane Transport","Membrane Transport","Multidrug_efflux_systems"
"1766","RVBD0206c","mmpL3","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Tetrapyrroles"
"1767","RVBD0206c","mmpL3","","","Fatty_acids"
"1768","RVBD3280","accD5","","","Fatty_acids"
"1769","RVBD2361c","RVBD2361c","","","Cell_wall_of_Mycobacteria"
"1770","RVBD3580c","cysS1","Protein Processing","Protein Synthesis","Aminoacyl-tRNA-synthetases"
"1771","RVBD0903c","prrA","","","Transcription"
"1772","RVBD2555c","alaS","Protein Processing","Protein Synthesis","Aminoacyl-tRNA-synthetases"
"1773","RVBD0055","rpsR1","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"1774","RVBD3219","whiB1","","","Regulation_Transcription"
"1775","RVBD1023","eno","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"1776","RVBD2996c","serA1","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Pyridoxine"
"1777","RVBD2996c","serA1","Metabolism","Amino Acids and Derivatives","Alanine,_serine,_and_glycine"
"1778","RVBD3240c","secA1","","","Cell_wall_of_Mycobacteria"
"1779","RVBD3598c","lysS","Protein Processing","Protein Synthesis","Aminoacyl-tRNA-synthetases"
"1780","RVBD2460c","clpP2","Energy","Respiration","Biogenesis_of_respiratory_chain_components"
"1781","RVBD3596c","clpC1","Energy","Respiration","Biogenesis_of_respiratory_chain_components"
"1782","RVBD1641","infC","Protein Processing","Protein Synthesis","Translation"
"1783","RVBD2839c","infB","Protein Processing","Protein Synthesis","Translation"
"1784","RVBD1024","RVBD1024","Cellular Processes","Cell Cycle, Cell Division and Death","Programmed_Cell_Death_and_Toxin-antitoxin_Systems"
"1785","RVBD3356c","folD","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"1786","RVBD3356c","folD","Metabolism","Carbohydrates","C-1_compound_metabolism"
"1787","RVBD3043c","ctaD","Energy","Respiration","Respiratory_chain"
"1788","RVBD2916c","ffh","Protein Processing","Protein Synthesis","Cell_wall_of_Mycobacteria"
"1789","RVBD0956","purN","Metabolism","Nucleosides and Nucleotides","Purines"
"1790","RVBD3336c","trpS","Protein Processing","Protein Synthesis","Aminoacyl-tRNA-synthetases"
"1791","RVBD2539c","aroK","Metabolism","Amino Acids and Derivatives","Aromatic_amino_acids_and_derivatives"
"1792","RVBD3411c","guaB2","Metabolism","Nucleosides and Nucleotides","Purines"
"1793","RVBD1295","thrC","","Clustering-based subsystems","Clustering-based_subsystems"
"1794","RVBD1295","thrC","Metabolism","Amino Acids and Derivatives","Lysine,_threonine,_methionine,_and_cysteine"
"1795","RVBD2461c","clpP1","Energy","Respiration","Biogenesis_of_respiratory_chain_components"
"1796","RVBD3583c","RVBD3583c","","","Regulation_Transcription"
"1797","RVBD1484","inhA","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Fatty_acids"
"1798","RVBD1484","inhA","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"1799","RVBD2786c","ribF","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Riboflavin,_FMN,_FAD"
"1800","RVBD2441c","rpmA","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"1801","RVBD1649","pheS","Protein Processing","Protein Synthesis","Aminoacyl-tRNA-synthetases"
"1802","RVBD1650","pheT","Protein Processing","Protein Synthesis","Aminoacyl-tRNA-synthetases"
"1803","RVBD0668","rpoC","RNA Processing","RNA Processing","Transcription"
"1804","RVBD0668","rpoC","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"1805","RVBD1689","tyrS","Protein Processing","Protein Synthesis","Aminoacyl-tRNA-synthetases"
"1806","RVBD2614c","thrS","Cell Envelope","Cell Envelope, Capsule and Slime layer","Cell_wall_of_Mycobacteria"
"1807","RVBD2614c","thrS","Protein Processing","Protein Synthesis","Aminoacyl-tRNA-synthetases"
"1808","RVBD2093c","tatC","Protein Processing","Protein Fate (folding, modification, targeting, degradation)","Protein_targeting,_sorting,_translocation"
"1809","RVBD1636","TB15.3","","","Stress_Response:_Heat/cold_shock"
"1810","RVBD1389","gmk","","","Purines"
"1811","RVBD3275c","purE","Metabolism","Nucleosides and Nucleotides","Purines"
"1812","RVBD1559","ilvA","Metabolism","Amino Acids and Derivatives","Branched-chain_amino_acids"
"1813","RVBD0667","rpoB","RNA Processing","RNA Processing","Transcription"
"1814","RVBD0667","rpoB","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"1815","RVBD3709c","ask","Metabolism","Amino Acids and Derivatives","Lysine,_threonine,_methionine,_and_cysteine"
"1816","RVBD3709c","ask","","Clustering-based subsystems","Lysine_Biosynthesis"
"1817","RVBD3709c","ask","Metabolism","Amino Acids and Derivatives","Glutamine,_glutamate,_aspartate,_asparagine;_ammonia_assimilation"
"1818","RVBD1292","argS","Protein Processing","Protein Synthesis","Aminoacyl-tRNA-synthetases"
"1819","RVBD2921c","ftsY","","Clustering-based subsystems","Cell_Division"
"1820","RVBD2783c","gpsI","","Clustering-based subsystems","Lysine_Biosynthesis"
"1821","RVBD2783c","gpsI","RNA Processing","RNA Processing","RNA_processing_and_modification"
"1822","RVBD1110","lytB2","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Isoprenoids"
"1823","RVBD3790","dprE1","Cell Envelope","Cell Envelope, Capsule and Slime layer","Cell_wall_of_Mycobacteria"
"1824","RVBD2121c","hisG","Metabolism","Amino Acids and Derivatives","Histidine_Metabolism"
"1825","RVBD1630","rpsA","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Ribosome_biogenesis"
"1826","RVBD1630","rpsA","DNA Processing","DNA Processing","DNA_replication"
"1827","RVBD3221A","rshA","","","Stress_Response:_Heat/cold_shock"
"1828","RVBD2094c","tatA","Protein Processing","Protein Fate (folding, modification, targeting, degradation)","Protein_targeting,_sorting,_translocation"
"1829","RVBD1463","RVBD1463","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Fe-S_clusters"
"1830","RVBD1309","atpG","Energy","Respiration","ATP_synthases"
"1831","RVBD2678c","hemE","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Tetrapyrroles"
"1832","RVBD1308","atpA","Energy","Respiration","ATP_synthases"
"1833","RVBD3799c","accD4","","","Fatty_acids"
"1834","RVBD2439c","proB","Metabolism","Amino Acids and Derivatives","Proline_and_4-hydroxyproline"
"1835","RVBD2538c","aroB","Metabolism","Amino Acids and Derivatives","Aromatic_amino_acids_and_derivatives"
"1836","RVBD3396c","guaA","Metabolism","Nucleosides and Nucleotides","Purines"
"1837","RVBD3276c","purK","Metabolism","Nucleosides and Nucleotides","Purines"
"1838","RVBD3858c","gltD","","","NAD_and_NADP"
"1839","RVBD1224","tatB","Protein Processing","Protein Fate (folding, modification, targeting, degradation)","Protein_targeting,_sorting,_translocation"
"1840","RVBD0006","gyrA","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"1841","RVBD0006","gyrA","DNA Processing","DNA Processing","DNA_replication"
"1842","RVBD3800c","pks13","","","Fatty_acids"
"1843","RVBD1603","hisA","Metabolism","Amino Acids and Derivatives","Histidine_Metabolism"
"1844","RVBD1603","hisA","Metabolism","Amino Acids and Derivatives","Aromatic_amino_acids_and_derivatives"
"1845","RVBD2122c","hisE","Metabolism","Amino Acids and Derivatives","Histidine_Metabolism"
"1846","RVBD3227","aroA","Metabolism","Amino Acids and Derivatives","Aromatic_amino_acids_and_derivatives"
"1847","RVBD2845c","proS","Protein Processing","Protein Synthesis","Aminoacyl-tRNA-synthetases"
"1848","RVBD0058","dnaB","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"1849","RVBD0058","dnaB","","","DNA_replication"
"1850","RVBD2524c","fas","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Fatty_acids"
"1851","RVBD2676c","RVBD2676c","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Tetrapyrroles"
"1852","RVBD2193","ctaE","Energy","Respiration","Respiratory_chain"
"1853","RVBD0511","hemD","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Tetrapyrroles"
"1854","RVBD0357c","purA","Metabolism","Amino Acids and Derivatives","Histidine_Metabolism"
"1855","RVBD0357c","purA","Metabolism","Nucleosides and Nucleotides","Purines"
"1856","RVBD2195","qcrA","","","Respiratory_Chain"
"1857","RVBD3781","rfbE","","","Cell_wall_of_Mycobacteria"
"1858","RVBD3781","rfbE","","","Capsule_and_Slime_layer"
"1859","RVBD1594","nadA","Metabolism","Cofactors, Vitamins, Prosthetic Groups","NAD_and_NADP"
"1860","RVBD2992c","gltS","Protein Processing","Protein Synthesis","Aminoacyl-tRNA-synthetases"
"1861","RVBD3442c","rpsI","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"1862","RVBD2889c","tsf","Protein Processing","Protein Synthesis","Translation"
"1863","RVBD3917c","parB","Cellular Processes","Cell Cycle, Cell Division and Death","Cell_Division"
"1864","RVBD1782","eccB5","Membrane Transport","Membrane Transport","Protein_secretion_system,_Type_VII"
"1865","RVBD1306","atpF","Energy","Respiration","ATP_synthases"
"1866","RVBD0041","leuS","DNA Processing","DNA Processing","DNA_uptake,_competence"
"1867","RVBD0041","leuS","Protein Processing","Protein Synthesis","Aminoacyl-tRNA-synthetases"
"1868","RVBD2194","qcrC","","","Respiratory_Chain"
"1869","RVBD1223","htrA","Protein Processing","Protein Fate (folding, modification, targeting, degradation)","Protein_targeting,_sorting,_translocation"
"1870","RVBD3372","otsB2","","","Central_Metabolism"
"1871","RVBD0957","purH","Metabolism","Nucleosides and Nucleotides","Purines"
"1872","RVBD1436","gap","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Pyridoxine"
"1873","RVBD1436","gap","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"1874","RVBD0993","galU","","","Capsule_and_Slime_layer"
"1875","RVBD1299","prfA","Energy","Respiration","Biogenesis_of_respiratory_chain_components"
"1876","RVBD1299","prfA","Protein Processing","Protein Synthesis","Translation"
"1877","RVBD1310","atpD","Energy","Respiration","ATP_synthases"
"1878","RVBD3907c","pcnA","Cellular Processes","Cell Cycle, Cell Division and Death","Regulation_Transcription"
"1879","RVBD3907c","pcnA","RNA Processing","RNA Processing","RNA_processing_and_modification"
"1880","RVBD2200c","ctaC","Energy","Respiration","Respiratory_chain"
"1881","RVBD2156c","murX","Cellular Processes","Cell Cycle, Cell Division and Death","Cell_wall_of_Mycobacteria"
"1882","RVBD1408","rpe","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"1883","RVBD1601","hisB","Metabolism","Amino Acids and Derivatives","Histidine_Metabolism"
"1884","RVBD3436c","glmS","","","Central_Metabolism"
"1885","RVBD2210c","ilvE","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"1886","RVBD2210c","ilvE","Metabolism","Amino Acids and Derivatives","Branched-chain_amino_acids"
"1887","RVBD1795","eccD5","Membrane Transport","Membrane Transport","Protein_secretion_system,_Type_VII"
"1888","RVBD3105c","prfB","Protein Processing","Protein Synthesis","Translation"
"1889","RVBD3646c","topA","","","DNA_replication"
"1890","RVBD2165c","RVBD2165c","Cellular Processes","Cell Cycle, Cell Division and Death","Cell_wall_of_Mycobacteria"
"1891","RVBD0337c","aspC","","","Alanine,_serine,_and_glycine"
"1892","RVBD3011c","gatA","Protein Processing","Protein Synthesis","Aminoacyl-tRNA-synthetases"
"1893","RVBD0809","purM","Metabolism","Nucleosides and Nucleotides","Purines"
"1894","RVBD0824c","desA1","","","Fatty_acids"
"1895","RVBD1017c","prsA","Metabolism","Nucleosides and Nucleotides","Purines"
"1896","RVBD1017c","prsA","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"1897","RVBD3918c","parA","Cellular Processes","Cell Cycle, Cell Division and Death","Cell_Division"
"1898","RVBD0014c","pknB","","","Cell_Division"
"1899","RVBD1617","pykA","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"1900","RVBD2152c","murC","Cellular Processes","Cell Cycle, Cell Division and Death","Cell_wall_of_Mycobacteria"
"1901","RVBD1392","metK","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"1902","RVBD1392","metK","Metabolism","Carbohydrates","C-1_compound_metabolism"
"1903","RVBD1338","murI","Metabolism","Amino Acids and Derivatives","Cell_wall_of_Mycobacteria"
"1904","RVBD1018c","glmU","","","Cell_wall_of_Mycobacteria"
"1905","RVBD1304","atpB","Energy","Respiration","ATP_synthases"
"1906","RVBD3624c","hpt","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"1907","RVBD2753c","dapA","Metabolism","Amino Acids and Derivatives","Lysine,_threonine,_methionine,_and_cysteine"
"1908","RVBD2753c","dapA","","Clustering-based subsystems","Lysine_Biosynthesis"
"1909","RVBD2412","rpsT","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"1910","RVBD2412","rpsT","DNA Processing","DNA Processing","DNA_uptake,_competence"
"1911","RVBD3100c","smpB","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Stress_Response:_Heat/cold_shock"
"1912","RVBD3100c","smpB","Protein Processing","Protein Synthesis","Translation"
"1913","RVBD0189c","ilvD","Metabolism","Amino Acids and Derivatives","Branched-chain_amino_acids"
"1914","RVBD1599","hisD","Metabolism","Amino Acids and Derivatives","Histidine_Metabolism"
"1915","RVBD1599","hisD","Cellular Processes","Cell Cycle, Cell Division and Death","Histidine_Metabolism"
"1916","RVBD1602","hisH","Metabolism","Amino Acids and Derivatives","Histidine_Metabolism"
"1917","RVBD0510","hemC","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Tetrapyrroles"
"1918","RVBD2748c","ftsK","DNA Processing","DNA Processing","DNA_recombination"
"1919","RVBD2154c","ftsW","Cellular Processes","Cell Cycle, Cell Division and Death","Cell_Division"
"1920","RVBD3838c","pheA","Metabolism","Amino Acids and Derivatives","Aromatic_amino_acids_and_derivatives"
"1921","RVBD1461","RVBD1461","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Fe-S_clusters"
"1922","RVBD2196","qcrB","","","Respiratory_Chain"
"1923","RVBD2611c","RVBD2611c","Cell Envelope","Cell Envelope, Capsule and Slime layer","Cell_wall_of_Mycobacteria"
"1924","RVBD3721c","dnaZX","DNA Processing","DNA Processing","DNA_replication"
"1925","RVBD1307","atpH","Energy","Respiration","ATP_synthases"
"1926","RVBD1133c","metE","Metabolism","Carbohydrates","C-1_compound_metabolism"
"1927","RVBD2763c","dfrA","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"1928","RVBD2763c","dfrA","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"1929","RVBD0808","purF","Metabolism","Nucleosides and Nucleotides","Purines"
"1930","RVBD1462","RVBD1462","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Fe-S_clusters"
"1931","RVBD1391","dfp","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Coenzyme_A"
"1932","RVBD1385","pyrF","Metabolism","Nucleosides and Nucleotides","Pyrimidines"
"1933","RVBD0351","grpE","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Stress_Response:_Heat/cold_shock"
"1934","RVBD0351","grpE","Protein Processing","Protein Fate (folding, modification, targeting, degradation)","Protein_folding"
"1935","RVBD3754","tyrA","Metabolism","Amino Acids and Derivatives","Aromatic_amino_acids_and_derivatives"
"1936","RVBD1297","rho","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"1937","RVBD0415","thiO","","","Thiamin"
"1938","RVBD0772","purD","Metabolism","Nucleosides and Nucleotides","Purines"
"1939","RVBD3051c","nrdE","Metabolism","Nucleosides and Nucleotides","DNA_replication"
"1940","RVBD3341","metA","","","Lysine,_threonine,_methionine,_and_cysteine"
"1941","RVBD1600","hisC1","Metabolism","Amino Acids and Derivatives","Histidine_Metabolism"
"1942","RVBD2534c","efp","Protein Processing","Protein Synthesis","Translation"
"1943","RVBD1658","argG","Metabolism","Amino Acids and Derivatives","Proline_and_4-hydroxyproline"
"1944","RVBD1658","argG","Metabolism","Amino Acids and Derivatives","Arginine;_urea_cycle,_creatine,_polyamines"
"1945","RVBD0015c","pknA","","","Cell_Division"
"1946","RVBD2153c","murG","Cellular Processes","Cell Cycle, Cell Division and Death","Cell_wall_of_Mycobacteria"
"1947","RVBD2220","glnA1","Metabolism","Amino Acids and Derivatives","Glutamine,_glutamate,_aspartate,_asparagine;_ammonia_assimilation"
"1948","RVBD3260c","whiB2","","","Regulation_Transcription"
"1949","RVBD0529","ccsA","Energy","Respiration","Biogenesis_of_respiratory_chain_components"
"1950","RVBD1536","ileS","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"1951","RVBD1536","ileS","Protein Processing","Protein Synthesis","Aminoacyl-tRNA-synthetases"
"1952","RVBD2841c","nusA","","","Transcription"
"1953","RVBD2981c","ddlA","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"1954","RVBD1294","thrA","Metabolism","Amino Acids and Derivatives","Lysine,_threonine,_methionine,_and_cysteine"
"1955","RVBD1294","thrA","Metabolism","Amino Acids and Derivatives","Glutamine,_glutamate,_aspartate,_asparagine;_ammonia_assimilation"
"1956","RVBD0013","trpG","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"1957","RVBD0013","trpG","Metabolism","Amino Acids and Derivatives","Aromatic_amino_acids_and_derivatives"
"1958","RVBD2868c","gcpE","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Isoprenoids"
"1959","RVBD0803","purL","Metabolism","Nucleosides and Nucleotides","Purines"
"1960","RVBD3791","dprE2","Cell Envelope","Cell Envelope, Capsule and Slime layer","Cell_wall_of_Mycobacteria"
"1961","RVBD1613","trpA","Metabolism","Amino Acids and Derivatives","Aromatic_amino_acids_and_derivatives"
"1962","RVBD1606","hisI","Metabolism","Amino Acids and Derivatives","Histidine_Metabolism"
"1963","RVBD2192c","trpD","Metabolism","Amino Acids and Derivatives","Aromatic_amino_acids_and_derivatives"
"1964","RVBD0780","purC","Metabolism","Nucleosides and Nucleotides","Purines"
"1965","RVBD0018c","pstP","","","Proline_and_4-hydroxyproline"
"1966","RVBD0350","dnaK","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Stress_Response:_Heat/cold_shock"
"1967","RVBD0350","dnaK","Protein Processing","Protein Fate (folding, modification, targeting, degradation)","Protein_folding"
"1968","RVBD1451","ctaB","Energy","Respiration","Respiratory_chain"
"1969","RVBD1699","pyrG","RNA Processing","RNA Processing","RNA_processing_and_modification"
"1970","RVBD3581c","ispF","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Isoprenoids"
