"","start","end","strand","geneID","start_norm","end_norm"
"12062",7845056,7845952,"-","RVBD2894c",3203404,3204300
"120621",7845056,7845952,"+","RVBD2894c_as",3203404,3204300
"3016",7845952,7846043,"+","RVBD2894c-RVBD2895c intergenic region",3204300,3204391
"30161",7845952,7846043,"-","RVBD2894c-RVBD2895c intergenic region_as",3204300,3204391
"12066",7846043,7846894,"-","RVBD2895c",3204391,3205242
"120661",7846043,7846894,"+","RVBD2895c_as",3204391,3205242
"3017",7846894,7846927,"+","RVBD2895c-RVBD2896c intergenic region",3205242,3205275
"30171",7846894,7846927,"-","RVBD2895c-RVBD2896c intergenic region_as",3205242,3205275
"12070",7846927,7848096,"-","RVBD2896c",3205275,3206444
"120701",7846927,7848096,"+","RVBD2896c_as",3205275,3206444
"12074",7848093,7849604,"-","RVBD2897c",3206441,3207952
"120741",7848093,7849604,"+","RVBD2897c_as",3206441,3207952
"12078",7849604,7849990,"-","RVBD2898c",3207952,3208338
"3019",7849604,7849604,"+","RVBD2897c-RVBD2898c intergenic region",3207952,3207952
"120781",7849604,7849990,"+","RVBD2898c_as",3207952,3208338
"30191",7849604,7849604,"-","RVBD2897c-RVBD2898c intergenic region_as",3207952,3207952
"3020",7849990,7850238,"+","RVBD2898c-RVBD2899c intergenic region",3208338,3208586
"30201",7849990,7850238,"-","RVBD2898c-RVBD2899c intergenic region_as",3208338,3208586
"12082",7850238,7851068,"-","RVBD2899c",3208586,3209416
"120821",7850238,7851068,"+","RVBD2899c_as",3208586,3209416
"12086",7851068,7853407,"-","RVBD2900c",3209416,3211755
"3021",7851068,7851068,"+","RVBD2899c-RVBD2900c intergenic region",3209416,3209416
"120861",7851068,7853407,"+","RVBD2900c_as",3209416,3211755
"30211",7851068,7851068,"-","RVBD2899c-RVBD2900c intergenic region_as",3209416,3209416
"30221",7853407,7853465,"+","RVBD2900c-RVBD2901c intergenic region",3211755,3211813
"302211",7853407,7853465,"-","RVBD2900c-RVBD2901c intergenic region_as",3211755,3211813
"12090",7853465,7853770,"-","RVBD2901c",3211813,3212118
"120901",7853465,7853770,"+","RVBD2901c_as",3211813,3212118
"3023",7853770,7853824,"+","RVBD2901c-RVBD2902c intergenic region",3212118,3212172
"30231",7853770,7853824,"-","RVBD2901c-RVBD2902c intergenic region_as",3212118,3212172
"12094",7853824,7854618,"-","RVBD2902c",3212172,3212966
"120941",7853824,7854618,"+","RVBD2902c_as",3212172,3212966
"3024",7854618,7854632,"+","RVBD2902c-RVBD2903c intergenic region",3212966,3212980
"30241",7854618,7854632,"-","RVBD2902c-RVBD2903c intergenic region_as",3212966,3212980
"12098",7854632,7855516,"-","RVBD2903c",3212980,3213864
"120981",7854632,7855516,"+","RVBD2903c_as",3212980,3213864
"3025",7855516,7855574,"+","RVBD2903c-RVBD2904c intergenic region",3213864,3213922
"30251",7855516,7855574,"-","RVBD2903c-RVBD2904c intergenic region_as",3213864,3213922
"12102",7855574,7855915,"-","RVBD2904c",3213922,3214263
"121021",7855574,7855915,"+","RVBD2904c_as",3213922,3214263
"30261",7855915,7856290,"+","RVBD2904c-RVBD2905 intergenic region",3214263,3214638
"302611",7855915,7856290,"-","RVBD2904c-RVBD2905 intergenic region_as",3214263,3214638
"12106",7856290,7857234,"+","RVBD2905",3214638,3215582
"121061",7856290,7857234,"-","RVBD2905_as",3214638,3215582
"3027",7857234,7857327,"+","RVBD2905-RVBD2906c intergenic region",3215582,3215675
"30271",7857234,7857327,"-","RVBD2905-RVBD2906c intergenic region_as",3215582,3215675
"12110",7857327,7858019,"-","RVBD2906c",3215675,3216367
"121101",7857327,7858019,"+","RVBD2906c_as",3215675,3216367
"3028",7858019,7858023,"+","RVBD2906c-RVBD2907c intergenic region",3216367,3216371
"30281",7858019,7858023,"-","RVBD2906c-RVBD2907c intergenic region_as",3216367,3216371
"12114",7858023,7858553,"-","RVBD2907c",3216371,3216901
"121141",7858023,7858553,"+","RVBD2907c_as",3216371,3216901
"3029",7858553,7858567,"+","RVBD2907c-RVBD2908c intergenic region",3216901,3216915
"30291",7858553,7858567,"-","RVBD2907c-RVBD2908c intergenic region_as",3216901,3216915
"12118",7858567,7858809,"-","RVBD2908c",3216915,3217157
"121181",7858567,7858809,"+","RVBD2908c_as",3216915,3217157
"30301",7858809,7858817,"+","RVBD2908c-RVBD2909c intergenic region",3217157,3217165
"303011",7858809,7858817,"-","RVBD2908c-RVBD2909c intergenic region_as",3217157,3217165
"12122",7858817,7859305,"-","RVBD2909c",3217165,3217653
"121221",7858817,7859305,"+","RVBD2909c_as",3217165,3217653
"3031",7859305,7859489,"+","RVBD2909c-RVBD2910c intergenic region",3217653,3217837
"30311",7859305,7859489,"-","RVBD2909c-RVBD2910c intergenic region_as",3217653,3217837
"12126",7859489,7859932,"-","RVBD2910c",3217837,3218280
"121261",7859489,7859932,"+","RVBD2910c_as",3217837,3218280
"3032",7859932,7860001,"+","RVBD2910c-RVBD2911 intergenic region",3218280,3218349
"30321",7859932,7860001,"-","RVBD2910c-RVBD2911 intergenic region_as",3218280,3218349
"12130",7860001,7860876,"+","RVBD2911",3218349,3219224
"121301",7860001,7860876,"-","RVBD2911_as",3218349,3219224
"3033",7860876,7860936,"+","RVBD2911-RVBD2912c intergenic region",3219224,3219284
"30331",7860876,7860936,"-","RVBD2911-RVBD2912c intergenic region_as",3219224,3219284
"12134",7860936,7861523,"-","RVBD2912c",3219284,3219871
"121341",7860936,7861523,"+","RVBD2912c_as",3219284,3219871
"30341",7861523,7861525,"+","RVBD2912c-RVBD2913c intergenic region",3219871,3219873
"303411",7861523,7861525,"-","RVBD2912c-RVBD2913c intergenic region_as",3219871,3219873
"12138",7861525,7863360,"-","RVBD2913c",3219873,3221708
"121381",7861525,7863360,"+","RVBD2913c_as",3219873,3221708
"3035",7863360,7863429,"+","RVBD2913c-RVBD2914c intergenic region",3221708,3221777
"30351",7863360,7863429,"-","RVBD2913c-RVBD2914c intergenic region_as",3221708,3221777
"12142",7863429,7865186,"-","RVBD2914c",3221777,3223534
"121421",7863429,7865186,"+","RVBD2914c_as",3221777,3223534
"3036",7865186,7865230,"+","RVBD2914c-RVBD2915c intergenic region",3223534,3223578
"30361",7865186,7865230,"-","RVBD2914c-RVBD2915c intergenic region_as",3223534,3223578
"12146",7865230,7866342,"-","RVBD2915c",3223578,3224690
"121461",7865230,7866342,"+","RVBD2915c_as",3223578,3224690
"3037",7866342,7866370,"+","RVBD2915c-RVBD2916c intergenic region",3224690,3224718
"30371",7866342,7866370,"-","RVBD2915c-RVBD2916c intergenic region_as",3224690,3224718
"12150",7866370,7867947,"-","RVBD2916c",3224718,3226295
"121501",7866370,7867947,"+","RVBD2916c_as",3224718,3226295
"30381",7867947,7868025,"+","RVBD2916c-RVBD2917 intergenic region",3226295,3226373
"303811",7867947,7868025,"-","RVBD2916c-RVBD2917 intergenic region_as",3226295,3226373
"12154",7868025,7869905,"+","RVBD2917",3226373,3228253
"121541",7868025,7869905,"-","RVBD2917_as",3226373,3228253
"3039",7869905,7869916,"+","RVBD2917-RVBD2918c intergenic region",3228253,3228264
"30391",7869905,7869916,"-","RVBD2917-RVBD2918c intergenic region_as",3228253,3228264
"12158",7869916,7872342,"-","RVBD2918c",3228264,3230690
"121581",7869916,7872342,"+","RVBD2918c_as",3228264,3230690
"3040",7872342,7872400,"+","RVBD2918c-RVBD2919c intergenic region",3230690,3230748
"30401",7872342,7872400,"-","RVBD2918c-RVBD2919c intergenic region_as",3230690,3230748
"12162",7872400,7872738,"-","RVBD2919c",3230748,3231086
"121621",7872400,7872738,"+","RVBD2919c_as",3230748,3231086
"12166",7872735,7874168,"-","RVBD2920c",3231083,3232516
"121661",7872735,7874168,"+","RVBD2920c_as",3231083,3232516
"30421",7874168,7874533,"+","RVBD2920c-RVBD2921c intergenic region",3232516,3232881
"304211",7874168,7874533,"-","RVBD2920c-RVBD2921c intergenic region_as",3232516,3232881
"12170",7874533,7875801,"-","RVBD2921c",3232881,3234149
"121701",7874533,7875801,"+","RVBD2921c_as",3232881,3234149
"3043",7875801,7875851,"+","RVBD2921c-RVBD2922c intergenic region",3234149,3234199
"30431",7875801,7875851,"-","RVBD2921c-RVBD2922c intergenic region_as",3234149,3234199
"12174",7875851,7879468,"-","RVBD2922c",3234199,3237816
"121741",7875851,7879468,"+","RVBD2922c_as",3234199,3237816
"3044",7879468,7879480,"+","RVBD2922c-RVBD2922A intergenic region",3237816,3237828
"30441",7879468,7879480,"-","RVBD2922c-RVBD2922A intergenic region_as",3237816,3237828
"12178",7879480,7879761,"-","RVBD2922A",3237828,3238109
"121781",7879480,7879761,"+","RVBD2922A_as",3237828,3238109
"12182",7879748,7880161,"-","RVBD2923c",3238096,3238509
"121821",7879748,7880161,"+","RVBD2923c_as",3238096,3238509
"30461",7880161,7880263,"+","RVBD2923c-RVBD2924c intergenic region",3238509,3238611
"304611",7880161,7880263,"-","RVBD2923c-RVBD2924c intergenic region_as",3238509,3238611
"12186",7880263,7881132,"-","RVBD2924c",3238611,3239480
"121861",7880263,7881132,"+","RVBD2924c_as",3238611,3239480
"3047",7881132,7881491,"+","RVBD2924c-RVBD2925c intergenic region",3239480,3239839
"30471",7881132,7881491,"-","RVBD2924c-RVBD2925c intergenic region_as",3239480,3239839
"12190",7881491,7882213,"-","RVBD2925c",3239839,3240561
"121901",7881491,7882213,"+","RVBD2925c_as",3239839,3240561
"12194",7882210,7882833,"-","RVBD2926c",3240558,3241181
"121941",7882210,7882833,"+","RVBD2926c_as",3240558,3241181
"3049",7882833,7882884,"+","RVBD2926c-RVBD2927c intergenic region",3241181,3241232
"30491",7882833,7882884,"-","RVBD2926c-RVBD2927c intergenic region_as",3241181,3241232
"12198",7882884,7883621,"-","RVBD2927c",3241232,3241969
"121981",7882884,7883621,"+","RVBD2927c_as",3241232,3241969
"30501",7883621,7883860,"+","RVBD2927c-RVBD2928 intergenic region",3241969,3242208
"305011",7883621,7883860,"-","RVBD2927c-RVBD2928 intergenic region_as",3241969,3242208
"12202",7883860,7884645,"+","RVBD2928",3242208,3242993
"122021",7883860,7884645,"-","RVBD2928_as",3242208,3242993
"12206",7884632,7884943,"+","RVBD2929",3242980,3243291
"122061",7884632,7884943,"-","RVBD2929_as",3242980,3243291
"3052",7884943,7885359,"+","RVBD2929-RVBD2930 intergenic region",3243291,3243707
"30521",7884943,7885359,"-","RVBD2929-RVBD2930 intergenic region_as",3243291,3243707
"12210",7885359,7887110,"+","RVBD2930",3243707,3245458
"122101",7885359,7887110,"-","RVBD2930_as",3243707,3245458
"12214",7887107,7892737,"+","RVBD2931",3245455,3251085
"122141",7887107,7892737,"-","RVBD2931_as",3245455,3251085
"12218",7892734,7897350,"+","RVBD2932",3251082,3255698
"122181",7892734,7897350,"-","RVBD2932_as",3251082,3255698
"12222",7897347,7903913,"+","RVBD2933",3255695,3262261
"122221",7897347,7903913,"-","RVBD2933_as",3255695,3262261
"12226",7903910,7909393,"+","RVBD2934",3262258,3267741
"122261",7903910,7909393,"-","RVBD2934_as",3262258,3267741
"3057",7909393,7909399,"+","RVBD2934-RVBD2935 intergenic region",3267741,3267747
"30571",7909393,7909399,"-","RVBD2934-RVBD2935 intergenic region_as",3267741,3267747
"12230",7909399,7913865,"+","RVBD2935",3267747,3272213
"122301",7909399,7913865,"-","RVBD2935_as",3267747,3272213
"30581",7913865,7913876,"+","RVBD2935-RVBD2936 intergenic region",3272213,3272224
"305811",7913865,7913876,"-","RVBD2935-RVBD2936 intergenic region_as",3272213,3272224
"12234",7913876,7914871,"+","RVBD2936",3272224,3273219
"122341",7913876,7914871,"-","RVBD2936_as",3272224,3273219
"12238",7914868,7915737,"+","RVBD2937",3273216,3274085
"122381",7914868,7915737,"-","RVBD2937_as",3273216,3274085
"12242",7915734,7916564,"+","RVBD2938",3274082,3274912
"122421",7915734,7916564,"-","RVBD2938_as",3274082,3274912
"3061",7916564,7916611,"+","RVBD2938-RVBD2939 intergenic region",3274912,3274959
"30611",7916564,7916611,"-","RVBD2938-RVBD2939 intergenic region_as",3274912,3274959
"12246",7916611,7917879,"+","RVBD2939",3274959,3276227
"122461",7916611,7917879,"-","RVBD2939_as",3274959,3276227
"30621",7917879,7918042,"+","RVBD2939-RVBD2940c intergenic region",3276227,3276390
"306211",7917879,7918042,"-","RVBD2939-RVBD2940c intergenic region_as",3276227,3276390
"12250",7918042,7924377,"-","RVBD2940c",3276390,3282725
"122501",7918042,7924377,"+","RVBD2940c_as",3276390,3282725
"3063",7924377,7924997,"+","RVBD2940c-RVBD2941 intergenic region",3282725,3283345
"30631",7924377,7924997,"-","RVBD2940c-RVBD2941 intergenic region_as",3282725,3283345
"12254",7924997,7926739,"+","RVBD2941",3283345,3285087
"122541",7924997,7926739,"-","RVBD2941_as",3283345,3285087
"12258",7926732,7929494,"+","RVBD2942",3285080,3287842
"122581",7926732,7929494,"-","RVBD2942_as",3285080,3287842
"3065",7929494,7930126,"+","RVBD2942-RVBD2943 intergenic region",3287842,3288474
"30651",7929494,7930126,"-","RVBD2942-RVBD2943 intergenic region_as",3287842,3288474
"12262",7930126,7931367,"+","RVBD2943",3288474,3289715
"122621",7930126,7931367,"-","RVBD2943_as",3288474,3289715
"30661",7931367,7932286,"+","RVBD2943-RVBD2945c intergenic region",3289715,3290634
"306611",7931367,7932286,"-","RVBD2943-RVBD2945c intergenic region_as",3289715,3290634
"12266",7932286,7932987,"-","RVBD2945c",3290634,3291335
"122661",7932286,7932987,"+","RVBD2945c_as",3290634,3291335
"3067",7932987,7933165,"+","RVBD2945c-RVBD2946c intergenic region",3291335,3291513
"30671",7932987,7933165,"-","RVBD2945c-RVBD2946c intergenic region_as",3291335,3291513
"12270",7933165,7938015,"-","RVBD2946c",3291513,3296363
"122701",7933165,7938015,"+","RVBD2946c_as",3291513,3296363
"12274",7938012,7939502,"-","RVBD2947c",3296360,3297850
"122741",7938012,7939502,"+","RVBD2947c_as",3296360,3297850
"12278",7939499,7941616,"-","RVBD2948c",3297847,3299964
"122781",7939499,7941616,"+","RVBD2948c_as",3297847,3299964
"30701",7941616,7941633,"+","RVBD2948c-RVBD2949c intergenic region",3299964,3299981
"307011",7941616,7941633,"-","RVBD2948c-RVBD2949c intergenic region_as",3299964,3299981
"12282",7941633,7942232,"-","RVBD2949c",3299981,3300580
"122821",7941633,7942232,"+","RVBD2949c_as",3299981,3300580
"3071",7942232,7942258,"+","RVBD2949c-RVBD2950c intergenic region",3300580,3300606
"30711",7942232,7942258,"-","RVBD2949c-RVBD2950c intergenic region_as",3300580,3300606
"12286",7942258,7944117,"-","RVBD2950c",3300606,3302465
"122861",7942258,7944117,"+","RVBD2950c_as",3300606,3302465
"3072",7944117,7944765,"+","RVBD2950c-RVBD2951c intergenic region",3302465,3303113
"30721",7944117,7944765,"-","RVBD2950c-RVBD2951c intergenic region_as",3302465,3303113
"12290",7944765,7945910,"-","RVBD2951c",3303113,3304258
"122901",7944765,7945910,"+","RVBD2951c_as",3303113,3304258
"3073",7945910,7946103,"+","RVBD2951c-RVBD2952 intergenic region",3304258,3304451
"30731",7945910,7946103,"-","RVBD2951c-RVBD2952 intergenic region_as",3304258,3304451
"12294",7946103,7946915,"+","RVBD2952",3304451,3305263
"122941",7946103,7946915,"-","RVBD2952_as",3304451,3305263
"30741",7946915,7946941,"+","RVBD2952-RVBD2953 intergenic region",3305263,3305289
"307411",7946915,7946941,"-","RVBD2952-RVBD2953 intergenic region_as",3305263,3305289
"12298",7946941,7948197,"+","RVBD2953",3305289,3306545
"122981",7946941,7948197,"-","RVBD2953_as",3305289,3306545
"3075",7948197,7948328,"+","RVBD2953-RVBD2954c intergenic region",3306545,3306676
"30751",7948197,7948328,"-","RVBD2953-RVBD2954c intergenic region_as",3306545,3306676
"12302",7948328,7949053,"-","RVBD2954c",3306676,3307401
"123021",7948328,7949053,"+","RVBD2954c_as",3306676,3307401
"3076",7949053,7949242,"+","RVBD2954c-RVBD2955c intergenic region",3307401,3307590
"30761",7949053,7949242,"-","RVBD2954c-RVBD2955c intergenic region_as",3307401,3307590
"12306",7949242,7950207,"-","RVBD2955c",3307590,3308555
"123061",7949242,7950207,"+","RVBD2955c_as",3307590,3308555
"3077",7950207,7950330,"+","RVBD2955c-RVBD2956 intergenic region",3308555,3308678
"30771",7950207,7950330,"-","RVBD2955c-RVBD2956 intergenic region_as",3308555,3308678
"12310",7950330,7951061,"+","RVBD2956",3308678,3309409
"123101",7950330,7951061,"-","RVBD2956_as",3308678,3309409
"30781",7951061,7951132,"+","RVBD2956-RVBD2957 intergenic region",3309409,3309480
"307811",7951061,7951132,"-","RVBD2956-RVBD2957 intergenic region_as",3309409,3309480
"12314",7951132,7951959,"+","RVBD2957",3309480,3310307
"123141",7951132,7951959,"-","RVBD2957_as",3309480,3310307
"3079",7951959,7952376,"+","RVBD2957-RVBD2958c intergenic region",3310307,3310724
"30791",7951959,7952376,"-","RVBD2957-RVBD2958c intergenic region_as",3310307,3310724
"12318",7952376,7953662,"-","RVBD2958c",3310724,3312010
"123181",7952376,7953662,"+","RVBD2958c_as",3310724,3312010
"3080",7953662,7953763,"+","RVBD2958c-RVBD2959c intergenic region",3312010,3312111
"30801",7953662,7953763,"-","RVBD2958c-RVBD2959c intergenic region_as",3312010,3312111
"12322",7953763,7954500,"-","RVBD2959c",3312111,3312848
"123221",7953763,7954500,"+","RVBD2959c_as",3312111,3312848
"3081",7954500,7954615,"+","RVBD2959c-RVBD2960c intergenic region",3312848,3312963
"30811",7954500,7954615,"-","RVBD2959c-RVBD2960c intergenic region_as",3312848,3312963
"12326",7954615,7954863,"-","RVBD2960c",3312963,3313211
"123261",7954615,7954863,"+","RVBD2960c_as",3312963,3313211
"30821",7954863,7954945,"+","RVBD2960c-RVBD2961 intergenic region",3313211,3313293
"308211",7954863,7954945,"-","RVBD2960c-RVBD2961 intergenic region_as",3313211,3313293
"12330",7954945,7955334,"+","RVBD2961",3313293,3313682
"123301",7954945,7955334,"-","RVBD2961_as",3313293,3313682
"3083",7955334,7955435,"+","RVBD2961-RVBD2962c intergenic region",3313682,3313783
"30831",7955334,7955435,"-","RVBD2961-RVBD2962c intergenic region_as",3313682,3313783
"12334",7955435,7956784,"-","RVBD2962c",3313783,3315132
"123341",7955435,7956784,"+","RVBD2962c_as",3313783,3315132
"3084",7956784,7956898,"+","RVBD2962c-RVBD2963 intergenic region",3315132,3315246
"30841",7956784,7956898,"-","RVBD2962c-RVBD2963 intergenic region_as",3315132,3315246
"12338",7956898,7958118,"+","RVBD2963",3315246,3316466
"123381",7956898,7958118,"-","RVBD2963_as",3315246,3316466
"3085",7958118,7958191,"+","RVBD2963-RVBD2964 intergenic region",3316466,3316539
"30851",7958118,7958191,"-","RVBD2963-RVBD2964 intergenic region_as",3316466,3316539
"12342",7958191,7959123,"+","RVBD2964",3316539,3317471
"123421",7958191,7959123,"-","RVBD2964_as",3316539,3317471
"30861",7959123,7959763,"+","RVBD2964-RVBD2964B intergenic region",3317471,3318111
"308611",7959123,7959763,"-","RVBD2964-RVBD2964B intergenic region_as",3317471,3318111
"12346",7959763,7959948,"+","RVBD2964B",3318111,3318296
"123461",7959763,7959948,"-","RVBD2964B_as",3318111,3318296
"3087",7959948,7959992,"+","RVBD2964B-RVBD2965c intergenic region",3318296,3318340
"30871",7959948,7959992,"-","RVBD2964B-RVBD2965c intergenic region_as",3318296,3318340
"12350",7959992,7960477,"-","RVBD2965c",3318340,3318825
"123501",7959992,7960477,"+","RVBD2965c_as",3318340,3318825
"3088",7960477,7960563,"+","RVBD2965c-RVBD2966c intergenic region",3318825,3318911
"30881",7960477,7960563,"-","RVBD2965c-RVBD2966c intergenic region_as",3318825,3318911
"12354",7960563,7961129,"-","RVBD2966c",3318911,3319477
"123541",7960563,7961129,"+","RVBD2966c_as",3318911,3319477
"3089",7961129,7961325,"+","RVBD2966c-RVBD2967c intergenic region",3319477,3319673
"30891",7961129,7961325,"-","RVBD2966c-RVBD2967c intergenic region_as",3319477,3319673
"12358",7961325,7964708,"-","RVBD2967c",3319673,3323056
"123581",7961325,7964708,"+","RVBD2967c_as",3319673,3323056
"30901",7964708,7964733,"+","RVBD2967c-RVBD2968c intergenic region",3323056,3323081
"309011",7964708,7964733,"-","RVBD2967c-RVBD2968c intergenic region_as",3323056,3323081
"12362",7964733,7965365,"-","RVBD2968c",3323081,3323713
"123621",7964733,7965365,"+","RVBD2968c_as",3323081,3323713
"3091",7965365,7965371,"+","RVBD2968c-RVBD2969c intergenic region",3323713,3323719
"30911",7965365,7965371,"-","RVBD2968c-RVBD2969c intergenic region_as",3323713,3323719
"12366",7965371,7966138,"-","RVBD2969c",3323719,3324486
"123661",7965371,7966138,"+","RVBD2969c_as",3323719,3324486
"3092",7966138,7966235,"+","RVBD2969c-RVBD2970c intergenic region",3324486,3324583
"30921",7966138,7966235,"-","RVBD2969c-RVBD2970c intergenic region_as",3324486,3324583
"12370",7966235,7967365,"-","RVBD2970c",3324583,3325713
"123701",7966235,7967365,"+","RVBD2970c_as",3324583,3325713
"3093",7967365,7967596,"+","RVBD2970c-RVBD2970A intergenic region",3325713,3325944
"30931",7967365,7967596,"-","RVBD2970c-RVBD2970A intergenic region_as",3325713,3325944
"12374",7967596,7967766,"+","RVBD2970A",3325944,3326114
"123741",7967596,7967766,"-","RVBD2970A_as",3325944,3326114
"12378",7967763,7968611,"+","RVBD2971",3326111,3326959
"123781",7967763,7968611,"-","RVBD2971_as",3326111,3326959
"3095",7968611,7968685,"+","RVBD2971-RVBD2972c intergenic region",3326959,3327033
"30951",7968611,7968685,"-","RVBD2971-RVBD2972c intergenic region_as",3326959,3327033
"12382",7968685,7969398,"-","RVBD2972c",3327033,3327746
"123821",7968685,7969398,"+","RVBD2972c_as",3327033,3327746
"12386",7969395,7971608,"-","RVBD2973c",3327743,3329956
"123861",7969395,7971608,"+","RVBD2973c_as",3327743,3329956
"3097",7971608,7971611,"+","RVBD2973c-RVBD2974c intergenic region",3329956,3329959
"30971",7971608,7971611,"-","RVBD2973c-RVBD2974c intergenic region_as",3329956,3329959
"12390",7971611,7973023,"-","RVBD2974c",3329959,3331371
"123901",7971611,7973023,"+","RVBD2974c_as",3329959,3331371
"12394",7973020,7973274,"-","RVBD2975c",3331368,3331622
"123941",7973020,7973274,"+","RVBD2975c_as",3331368,3331622
"3099",7973274,7973516,"+","RVBD2975c-RVBD2975A intergenic region",3331622,3331864
"30991",7973274,7973516,"-","RVBD2975c-RVBD2975A intergenic region_as",3331622,3331864
"12398",7973516,7973710,"+","RVBD2975A",3331864,3332058
"123981",7973516,7973710,"-","RVBD2975A_as",3331864,3332058
"3100",7973710,7973733,"+","RVBD2975A-RVBD2976c intergenic region",3332058,3332081
"31001",7973710,7973733,"-","RVBD2975A-RVBD2976c intergenic region_as",3332058,3332081
"12402",7973733,7974416,"-","RVBD2976c",3332081,3332764
"124021",7973733,7974416,"+","RVBD2976c_as",3332081,3332764
"3101",7974416,7974449,"+","RVBD2976c-RVBD2977c intergenic region",3332764,3332797
"31011",7974416,7974449,"-","RVBD2976c-RVBD2977c intergenic region_as",3332764,3332797
"12406",7974449,7975450,"-","RVBD2977c",3332797,3333798
"124061",7974449,7975450,"+","RVBD2977c_as",3332797,3333798
"12410",7975447,7976826,"-","RVBD2978c",3333795,3335174
"124101",7975447,7976826,"+","RVBD2978c_as",3333795,3335174
"12414",7976826,7977410,"-","RVBD2979c",3335174,3335758
"3103",7976826,7976826,"+","RVBD2978c-RVBD2979c intergenic region",3335174,3335174
"124141",7976826,7977410,"+","RVBD2979c_as",3335174,3335758
"31031",7976826,7976826,"-","RVBD2978c-RVBD2979c intergenic region_as",3335174,3335174
"3104",7977410,7977622,"+","RVBD2979c-RVBD2980 intergenic region",3335758,3335970
"31041",7977410,7977622,"-","RVBD2979c-RVBD2980 intergenic region_as",3335758,3335970
"12418",7977622,7978167,"+","RVBD2980",3335970,3336515
"124181",7977622,7978167,"-","RVBD2980_as",3335970,3336515
"3105",7978167,7978458,"+","RVBD2980-RVBD2981c intergenic region",3336515,3336806
"31051",7978167,7978458,"-","RVBD2980-RVBD2981c intergenic region_as",3336515,3336806
"12422",7978458,7979579,"-","RVBD2981c",3336806,3337927
"124221",7978458,7979579,"+","RVBD2981c_as",3336806,3337927
"31061",7979579,7979657,"+","RVBD2981c-RVBD2982c intergenic region",3337927,3338005
"310611",7979579,7979657,"-","RVBD2981c-RVBD2982c intergenic region_as",3337927,3338005
"12426",7979657,7980661,"-","RVBD2982c",3338005,3339009
"124261",7979657,7980661,"+","RVBD2982c_as",3338005,3339009
"3107",7980661,7980780,"+","RVBD2982c-RVBD2983 intergenic region",3339009,3339128
"31071",7980661,7980780,"-","RVBD2982c-RVBD2983 intergenic region_as",3339009,3339128
"12430",7980780,7981424,"+","RVBD2983",3339128,3339772
"124301",7980780,7981424,"-","RVBD2983_as",3339128,3339772
"3108",7981424,7981516,"+","RVBD2983-RVBD2984 intergenic region",3339772,3339864
"31081",7981424,7981516,"-","RVBD2983-RVBD2984 intergenic region_as",3339772,3339864
"12434",7981516,7983744,"+","RVBD2984",3339864,3342092
"124341",7981516,7983744,"-","RVBD2984_as",3339864,3342092
"3109",7983744,7983827,"+","RVBD2984-RVBD2985 intergenic region",3342092,3342175
"31091",7983744,7983827,"-","RVBD2984-RVBD2985 intergenic region_as",3342092,3342175
"12438",7983827,7984780,"+","RVBD2985",3342175,3343128
"124381",7983827,7984780,"-","RVBD2985_as",3342175,3343128
"31101",7984780,7984838,"+","RVBD2985-RVBD2986c intergenic region",3343128,3343186
"311011",7984780,7984838,"-","RVBD2985-RVBD2986c intergenic region_as",3343128,3343186
"12442",7984838,7985482,"-","RVBD2986c",3343186,3343830
"124421",7984838,7985482,"+","RVBD2986c_as",3343186,3343830
"3111",7985482,7985695,"+","RVBD2986c-RVBD2987c intergenic region",3343830,3344043
"31111",7985482,7985695,"-","RVBD2986c-RVBD2987c intergenic region_as",3343830,3344043
"12446",7985695,7986291,"-","RVBD2987c",3344043,3344639
"124461",7985695,7986291,"+","RVBD2987c_as",3344043,3344639
"3112",7986291,7986316,"+","RVBD2987c-RVBD2988c intergenic region",3344639,3344664
"31121",7986291,7986316,"-","RVBD2987c-RVBD2988c intergenic region_as",3344639,3344664
"12450",7986316,7987737,"-","RVBD2988c",3344664,3346085
"124501",7986316,7987737,"+","RVBD2988c_as",3344664,3346085
"3113",7987737,7987809,"+","RVBD2988c-RVBD2989 intergenic region",3346085,3346157
"31131",7987737,7987809,"-","RVBD2988c-RVBD2989 intergenic region_as",3346085,3346157
"12454",7987809,7988510,"+","RVBD2989",3346157,3346858
"124541",7987809,7988510,"-","RVBD2989_as",3346157,3346858
"31141",7988510,7988521,"+","RVBD2989-RVBD2990c intergenic region",3346858,3346869
"311411",7988510,7988521,"-","RVBD2989-RVBD2990c intergenic region_as",3346858,3346869
"12458",7988521,7989381,"-","RVBD2990c",3346869,3347729
"124581",7988521,7989381,"+","RVBD2990c_as",3346869,3347729
"3115",7989381,7989644,"+","RVBD2990c-RVBD2991 intergenic region",3347729,3347992
"31151",7989381,7989644,"-","RVBD2990c-RVBD2991 intergenic region_as",3347729,3347992
"12462",7989644,7990135,"+","RVBD2991",3347992,3348483
"124621",7989644,7990135,"-","RVBD2991_as",3347992,3348483
"3116",7990135,7990206,"+","RVBD2991-RVBD6037 intergenic region",3348483,3348554
"31161",7990135,7990206,"-","RVBD2991-RVBD6037 intergenic region_as",3348483,3348554
"12466",7990206,7990281,"-","RVBD6037",3348554,3348629
"124661",7990206,7990281,"+","RVBD6037_as",3348554,3348629
"3117",7990281,7990321,"+","RVBD6037-RVBD6038 intergenic region",3348629,3348669
"31171",7990281,7990321,"-","RVBD6037-RVBD6038 intergenic region_as",3348629,3348669
