"","start","end","strand","seqnames","unique_row_ID"
"14902",8424552,8425102,"-","H37Rv",13760
"6882",8425102,8425652,"+","H37Rv",13761
"14903",8425102,8425652,"-","H37Rv",13762
"6883",8425652,8426202,"+","H37Rv",13763
"14904",8425652,8426202,"-","H37Rv",13764
"6884",8426202,8426752,"+","H37Rv",13765
"14905",8426202,8426752,"-","H37Rv",13766
"6885",8426752,8427302,"+","H37Rv",13767
"14906",8426752,8427302,"-","H37Rv",13768
"6886",8427302,8427852,"+","H37Rv",13769
"14907",8427302,8427852,"-","H37Rv",13770
"6887",8427852,8428402,"+","H37Rv",13771
"14908",8427852,8428402,"-","H37Rv",13772
"6888",8428402,8428952,"+","H37Rv",13773
"14909",8428402,8428952,"-","H37Rv",13774
"6889",8428952,8429502,"+","H37Rv",13775
"14910",8428952,8429502,"-","H37Rv",13776
"6890",8429502,8430052,"+","H37Rv",13777
"14911",8429502,8430052,"-","H37Rv",13778
"6891",8430052,8430602,"+","H37Rv",13779
"14912",8430052,8430602,"-","H37Rv",13780
"6892",8430602,8431152,"+","H37Rv",13781
"14913",8430602,8431152,"-","H37Rv",13782
"6893",8431152,8431702,"+","H37Rv",13783
"14914",8431152,8431702,"-","H37Rv",13784
"6894",8431702,8432252,"+","H37Rv",13785
"14915",8431702,8432252,"-","H37Rv",13786
"6895",8432252,8432802,"+","H37Rv",13787
"14916",8432252,8432802,"-","H37Rv",13788
"6896",8432802,8433352,"+","H37Rv",13789
"14917",8432802,8433352,"-","H37Rv",13790
"6897",8433352,8433902,"+","H37Rv",13791
"14918",8433352,8433902,"-","H37Rv",13792
"6898",8433902,8434452,"+","H37Rv",13793
"14919",8433902,8434452,"-","H37Rv",13794
"6899",8434452,8435002,"+","H37Rv",13795
"14920",8434452,8435002,"-","H37Rv",13796
"6900",8435002,8435552,"+","H37Rv",13797
"14921",8435002,8435552,"-","H37Rv",13798
"6901",8435552,8436102,"+","H37Rv",13799
"14922",8435552,8436102,"-","H37Rv",13800
"6902",8436102,8436652,"+","H37Rv",13801
"14923",8436102,8436652,"-","H37Rv",13802
"6903",8436652,8437202,"+","H37Rv",13803
"14924",8436652,8437202,"-","H37Rv",13804
"6904",8437202,8437752,"+","H37Rv",13805
"14925",8437202,8437752,"-","H37Rv",13806
"6905",8437752,8438302,"+","H37Rv",13807
"14926",8437752,8438302,"-","H37Rv",13808
"6906",8438302,8438852,"+","H37Rv",13809
"14927",8438302,8438852,"-","H37Rv",13810
"6907",8438852,8439402,"+","H37Rv",13811
"14928",8438852,8439402,"-","H37Rv",13812
"6908",8439402,8439952,"+","H37Rv",13813
"14929",8439402,8439952,"-","H37Rv",13814
"6909",8439952,8440502,"+","H37Rv",13815
"14930",8439952,8440502,"-","H37Rv",13816
"6910",8440502,8441052,"+","H37Rv",13817
"14931",8440502,8441052,"-","H37Rv",13818
"6911",8441052,8441602,"+","H37Rv",13819
"14932",8441052,8441602,"-","H37Rv",13820
"6912",8441602,8442152,"+","H37Rv",13821
"14933",8441602,8442152,"-","H37Rv",13822
"6913",8442152,8442702,"+","H37Rv",13823
"14934",8442152,8442702,"-","H37Rv",13824
"6914",8442702,8443252,"+","H37Rv",13825
"14935",8442702,8443252,"-","H37Rv",13826
"6915",8443252,8443802,"+","H37Rv",13827
"14936",8443252,8443802,"-","H37Rv",13828
"6916",8443802,8444352,"+","H37Rv",13829
"14937",8443802,8444352,"-","H37Rv",13830
"6917",8444352,8444902,"+","H37Rv",13831
"14938",8444352,8444902,"-","H37Rv",13832
"6918",8444902,8445452,"+","H37Rv",13833
"14939",8444902,8445452,"-","H37Rv",13834
"6919",8445452,8446002,"+","H37Rv",13835
"14940",8445452,8446002,"-","H37Rv",13836
"6920",8446002,8446552,"+","H37Rv",13837
"14941",8446002,8446552,"-","H37Rv",13838
"6921",8446552,8447102,"+","H37Rv",13839
"14942",8446552,8447102,"-","H37Rv",13840
"6922",8447102,8447652,"+","H37Rv",13841
"14943",8447102,8447652,"-","H37Rv",13842
"6923",8447652,8448202,"+","H37Rv",13843
"14944",8447652,8448202,"-","H37Rv",13844
"6924",8448202,8448752,"+","H37Rv",13845
"14945",8448202,8448752,"-","H37Rv",13846
"6925",8448752,8449302,"+","H37Rv",13847
"14946",8448752,8449302,"-","H37Rv",13848
"6926",8449302,8449852,"+","H37Rv",13849
"14947",8449302,8449852,"-","H37Rv",13850
"6927",8449852,8450402,"+","H37Rv",13851
"14948",8449852,8450402,"-","H37Rv",13852
"6928",8450402,8450952,"+","H37Rv",13853
"14949",8450402,8450952,"-","H37Rv",13854
"6929",8450952,8451502,"+","H37Rv",13855
"14950",8450952,8451502,"-","H37Rv",13856
"6930",8451502,8452052,"+","H37Rv",13857
"14951",8451502,8452052,"-","H37Rv",13858
"6931",8452052,8452602,"+","H37Rv",13859
"14952",8452052,8452602,"-","H37Rv",13860
"6932",8452602,8453152,"+","H37Rv",13861
"14953",8452602,8453152,"-","H37Rv",13862
"6933",8453152,8453702,"+","H37Rv",13863
"14954",8453152,8453702,"-","H37Rv",13864
"6934",8453702,8454252,"+","H37Rv",13865
"14955",8453702,8454252,"-","H37Rv",13866
"6935",8454252,8454802,"+","H37Rv",13867
"14956",8454252,8454802,"-","H37Rv",13868
"6936",8454802,8455352,"+","H37Rv",13869
"14957",8454802,8455352,"-","H37Rv",13870
"6937",8455352,8455902,"+","H37Rv",13871
"14958",8455352,8455902,"-","H37Rv",13872
"6938",8455902,8456452,"+","H37Rv",13873
"14959",8455902,8456452,"-","H37Rv",13874
"6939",8456452,8457002,"+","H37Rv",13875
"14960",8456452,8457002,"-","H37Rv",13876
"6940",8457002,8457552,"+","H37Rv",13877
"14961",8457002,8457552,"-","H37Rv",13878
"6941",8457552,8458102,"+","H37Rv",13879
"14962",8457552,8458102,"-","H37Rv",13880
"6942",8458102,8458652,"+","H37Rv",13881
"14963",8458102,8458652,"-","H37Rv",13882
"6943",8458652,8459202,"+","H37Rv",13883
"14964",8458652,8459202,"-","H37Rv",13884
"6944",8459202,8459752,"+","H37Rv",13885
"14965",8459202,8459752,"-","H37Rv",13886
"6945",8459752,8460302,"+","H37Rv",13887
"14966",8459752,8460302,"-","H37Rv",13888
"6946",8460302,8460852,"+","H37Rv",13889
"14967",8460302,8460852,"-","H37Rv",13890
"6947",8460852,8461402,"+","H37Rv",13891
"14968",8460852,8461402,"-","H37Rv",13892
"6948",8461402,8461952,"+","H37Rv",13893
"14969",8461402,8461952,"-","H37Rv",13894
"6949",8461952,8462502,"+","H37Rv",13895
"14970",8461952,8462502,"-","H37Rv",13896
"6950",8462502,8463052,"+","H37Rv",13897
"14971",8462502,8463052,"-","H37Rv",13898
"6951",8463052,8463602,"+","H37Rv",13899
"14972",8463052,8463602,"-","H37Rv",13900
"6952",8463602,8464152,"+","H37Rv",13901
"14973",8463602,8464152,"-","H37Rv",13902
"6953",8464152,8464702,"+","H37Rv",13903
"14974",8464152,8464702,"-","H37Rv",13904
"6954",8464702,8465252,"+","H37Rv",13905
"14975",8464702,8465252,"-","H37Rv",13906
"6955",8465252,8465802,"+","H37Rv",13907
"14976",8465252,8465802,"-","H37Rv",13908
"6956",8465802,8466352,"+","H37Rv",13909
"14977",8465802,8466352,"-","H37Rv",13910
"6957",8466352,8466902,"+","H37Rv",13911
"14978",8466352,8466902,"-","H37Rv",13912
"6958",8466902,8467452,"+","H37Rv",13913
"14979",8466902,8467452,"-","H37Rv",13914
"6959",8467452,8468002,"+","H37Rv",13915
"14980",8467452,8468002,"-","H37Rv",13916
"6960",8468002,8468552,"+","H37Rv",13917
"14981",8468002,8468552,"-","H37Rv",13918
"6961",8468552,8469102,"+","H37Rv",13919
"14982",8468552,8469102,"-","H37Rv",13920
"6962",8469102,8469652,"+","H37Rv",13921
"14983",8469102,8469652,"-","H37Rv",13922
"6963",8469652,8470202,"+","H37Rv",13923
"14984",8469652,8470202,"-","H37Rv",13924
"6964",8470202,8470752,"+","H37Rv",13925
"14985",8470202,8470752,"-","H37Rv",13926
"6965",8470752,8471302,"+","H37Rv",13927
"14986",8470752,8471302,"-","H37Rv",13928
"6966",8471302,8471852,"+","H37Rv",13929
"14987",8471302,8471852,"-","H37Rv",13930
"6967",8471852,8472402,"+","H37Rv",13931
"14988",8471852,8472402,"-","H37Rv",13932
"6968",8472402,8472952,"+","H37Rv",13933
"14989",8472402,8472952,"-","H37Rv",13934
"6969",8472952,8473502,"+","H37Rv",13935
"14990",8472952,8473502,"-","H37Rv",13936
"6970",8473502,8474052,"+","H37Rv",13937
"14991",8473502,8474052,"-","H37Rv",13938
"6971",8474052,8474602,"+","H37Rv",13939
"14992",8474052,8474602,"-","H37Rv",13940
"6972",8474602,8475152,"+","H37Rv",13941
"14993",8474602,8475152,"-","H37Rv",13942
"6973",8475152,8475702,"+","H37Rv",13943
"14994",8475152,8475702,"-","H37Rv",13944
"6974",8475702,8476252,"+","H37Rv",13945
"14995",8475702,8476252,"-","H37Rv",13946
"6975",8476252,8476802,"+","H37Rv",13947
"14996",8476252,8476802,"-","H37Rv",13948
"6976",8476802,8477352,"+","H37Rv",13949
"14997",8476802,8477352,"-","H37Rv",13950
"6977",8477352,8477902,"+","H37Rv",13951
"14998",8477352,8477902,"-","H37Rv",13952
"6978",8477902,8478452,"+","H37Rv",13953
"14999",8477902,8478452,"-","H37Rv",13954
"6979",8478452,8479002,"+","H37Rv",13955
"15000",8478452,8479002,"-","H37Rv",13956
"6980",8479002,8479552,"+","H37Rv",13957
"15001",8479002,8479552,"-","H37Rv",13958
"6981",8479552,8480102,"+","H37Rv",13959
"15002",8479552,8480102,"-","H37Rv",13960
"6982",8480102,8480652,"+","H37Rv",13961
"15003",8480102,8480652,"-","H37Rv",13962
"6983",8480652,8481202,"+","H37Rv",13963
"15004",8480652,8481202,"-","H37Rv",13964
"6984",8481202,8481752,"+","H37Rv",13965
"15005",8481202,8481752,"-","H37Rv",13966
"6985",8481752,8482302,"+","H37Rv",13967
"15006",8481752,8482302,"-","H37Rv",13968
"6986",8482302,8482852,"+","H37Rv",13969
"15007",8482302,8482852,"-","H37Rv",13970
"6987",8482852,8483402,"+","H37Rv",13971
"15008",8482852,8483402,"-","H37Rv",13972
"6988",8483402,8483952,"+","H37Rv",13973
"15009",8483402,8483952,"-","H37Rv",13974
"6989",8483952,8484502,"+","H37Rv",13975
"15010",8483952,8484502,"-","H37Rv",13976
"6990",8484502,8485052,"+","H37Rv",13977
"15011",8484502,8485052,"-","H37Rv",13978
"6991",8485052,8485602,"+","H37Rv",13979
"15012",8485052,8485602,"-","H37Rv",13980
"6992",8485602,8486152,"+","H37Rv",13981
"15013",8485602,8486152,"-","H37Rv",13982
"6993",8486152,8486702,"+","H37Rv",13983
"15014",8486152,8486702,"-","H37Rv",13984
"6994",8486702,8487252,"+","H37Rv",13985
"15015",8486702,8487252,"-","H37Rv",13986
"6995",8487252,8487802,"+","H37Rv",13987
"15016",8487252,8487802,"-","H37Rv",13988
"6996",8487802,8488352,"+","H37Rv",13989
"15017",8487802,8488352,"-","H37Rv",13990
"6997",8488352,8488902,"+","H37Rv",13991
"15018",8488352,8488902,"-","H37Rv",13992
"6998",8488902,8489452,"+","H37Rv",13993
"15019",8488902,8489452,"-","H37Rv",13994
"6999",8489452,8490002,"+","H37Rv",13995
"15020",8489452,8490002,"-","H37Rv",13996
"7000",8490002,8490552,"+","H37Rv",13997
"15021",8490002,8490552,"-","H37Rv",13998
"7001",8490552,8491102,"+","H37Rv",13999
"15022",8490552,8491102,"-","H37Rv",14000
"7002",8491102,8491652,"+","H37Rv",14001
"15023",8491102,8491652,"-","H37Rv",14002
"7003",8491652,8492202,"+","H37Rv",14003
"15024",8491652,8492202,"-","H37Rv",14004
"7004",8492202,8492752,"+","H37Rv",14005
"15025",8492202,8492752,"-","H37Rv",14006
"7005",8492752,8493302,"+","H37Rv",14007
"15026",8492752,8493302,"-","H37Rv",14008
"7006",8493302,8493852,"+","H37Rv",14009
"15027",8493302,8493852,"-","H37Rv",14010
"7007",8493852,8494402,"+","H37Rv",14011
"15028",8493852,8494402,"-","H37Rv",14012
"7008",8494402,8494952,"+","H37Rv",14013
"15029",8494402,8494952,"-","H37Rv",14014
"7009",8494952,8495502,"+","H37Rv",14015
"15030",8494952,8495502,"-","H37Rv",14016
"7010",8495502,8496052,"+","H37Rv",14017
"15031",8495502,8496052,"-","H37Rv",14018
"7011",8496052,8496602,"+","H37Rv",14019
"15032",8496052,8496602,"-","H37Rv",14020
"7012",8496602,8497152,"+","H37Rv",14021
"15033",8496602,8497152,"-","H37Rv",14022
"7013",8497152,8497702,"+","H37Rv",14023
"15034",8497152,8497702,"-","H37Rv",14024
"7014",8497702,8498252,"+","H37Rv",14025
"15035",8497702,8498252,"-","H37Rv",14026
"7015",8498252,8498802,"+","H37Rv",14027
"15036",8498252,8498802,"-","H37Rv",14028
"7016",8498802,8499352,"+","H37Rv",14029
"15037",8498802,8499352,"-","H37Rv",14030
"7017",8499352,8499902,"+","H37Rv",14031
"15038",8499352,8499902,"-","H37Rv",14032
"7018",8499902,8500452,"+","H37Rv",14033
"15039",8499902,8500452,"-","H37Rv",14034
"7019",8500452,8501002,"+","H37Rv",14035
"15040",8500452,8501002,"-","H37Rv",14036
"7020",8501002,8501552,"+","H37Rv",14037
"15041",8501002,8501552,"-","H37Rv",14038
"7021",8501552,8502102,"+","H37Rv",14039
"15042",8501552,8502102,"-","H37Rv",14040
"7022",8502102,8502652,"+","H37Rv",14041
"15043",8502102,8502652,"-","H37Rv",14042
"7023",8502652,8503202,"+","H37Rv",14043
"15044",8502652,8503202,"-","H37Rv",14044
"7024",8503202,8503752,"+","H37Rv",14045
"15045",8503202,8503752,"-","H37Rv",14046
"7025",8503752,8504302,"+","H37Rv",14047
"15046",8503752,8504302,"-","H37Rv",14048
"7026",8504302,8504852,"+","H37Rv",14049
"15047",8504302,8504852,"-","H37Rv",14050
"7027",8504852,8505402,"+","H37Rv",14051
"15048",8504852,8505402,"-","H37Rv",14052
"7028",8505402,8505952,"+","H37Rv",14053
"15049",8505402,8505952,"-","H37Rv",14054
"7029",8505952,8506502,"+","H37Rv",14055
"15050",8505952,8506502,"-","H37Rv",14056
"7030",8506502,8507052,"+","H37Rv",14057
"15051",8506502,8507052,"-","H37Rv",14058
"7031",8507052,8507602,"+","H37Rv",14059
"15052",8507052,8507602,"-","H37Rv",14060
"7032",8507602,8508152,"+","H37Rv",14061
"15053",8507602,8508152,"-","H37Rv",14062
"7033",8508152,8508702,"+","H37Rv",14063
"15054",8508152,8508702,"-","H37Rv",14064
"7034",8508702,8509252,"+","H37Rv",14065
"15055",8508702,8509252,"-","H37Rv",14066
"7035",8509252,8509802,"+","H37Rv",14067
"15056",8509252,8509802,"-","H37Rv",14068
"7036",8509802,8510352,"+","H37Rv",14069
"15057",8509802,8510352,"-","H37Rv",14070
"7037",8510352,8510902,"+","H37Rv",14071
"15058",8510352,8510902,"-","H37Rv",14072
"7038",8510902,8511452,"+","H37Rv",14073
"15059",8510902,8511452,"-","H37Rv",14074
"7039",8511452,8512002,"+","H37Rv",14075
"15060",8511452,8512002,"-","H37Rv",14076
"7040",8512002,8512552,"+","H37Rv",14077
"15061",8512002,8512552,"-","H37Rv",14078
"7041",8512552,8513102,"+","H37Rv",14079
"15062",8512552,8513102,"-","H37Rv",14080
"7042",8513102,8513652,"+","H37Rv",14081
"15063",8513102,8513652,"-","H37Rv",14082
"7043",8513652,8514202,"+","H37Rv",14083
"15064",8513652,8514202,"-","H37Rv",14084
"7044",8514202,8514752,"+","H37Rv",14085
"15065",8514202,8514752,"-","H37Rv",14086
"7045",8514752,8515302,"+","H37Rv",14087
"15066",8514752,8515302,"-","H37Rv",14088
"7046",8515302,8515852,"+","H37Rv",14089
"15067",8515302,8515852,"-","H37Rv",14090
"7047",8515852,8516402,"+","H37Rv",14091
"15068",8515852,8516402,"-","H37Rv",14092
"7048",8516402,8516952,"+","H37Rv",14093
"15069",8516402,8516952,"-","H37Rv",14094
"7049",8516952,8517502,"+","H37Rv",14095
"15070",8516952,8517502,"-","H37Rv",14096
"7050",8517502,8518052,"+","H37Rv",14097
"15071",8517502,8518052,"-","H37Rv",14098
"7051",8518052,8518602,"+","H37Rv",14099
"15072",8518052,8518602,"-","H37Rv",14100
"7052",8518602,8519152,"+","H37Rv",14101
"15073",8518602,8519152,"-","H37Rv",14102
"7053",8519152,8519702,"+","H37Rv",14103
"15074",8519152,8519702,"-","H37Rv",14104
"7054",8519702,8520252,"+","H37Rv",14105
"15075",8519702,8520252,"-","H37Rv",14106
"7055",8520252,8520802,"+","H37Rv",14107
"15076",8520252,8520802,"-","H37Rv",14108
"7056",8520802,8521352,"+","H37Rv",14109
"15077",8520802,8521352,"-","H37Rv",14110
"7057",8521352,8521902,"+","H37Rv",14111
"15078",8521352,8521902,"-","H37Rv",14112
"7058",8521902,8522452,"+","H37Rv",14113
"15079",8521902,8522452,"-","H37Rv",14114
"7059",8522452,8523002,"+","H37Rv",14115
"15080",8522452,8523002,"-","H37Rv",14116
"7060",8523002,8523552,"+","H37Rv",14117
"15081",8523002,8523552,"-","H37Rv",14118
"7061",8523552,8524102,"+","H37Rv",14119
"15082",8523552,8524102,"-","H37Rv",14120
"7062",8524102,8524652,"+","H37Rv",14121
"15083",8524102,8524652,"-","H37Rv",14122
"7063",8524652,8525202,"+","H37Rv",14123
"15084",8524652,8525202,"-","H37Rv",14124
"7064",8525202,8525752,"+","H37Rv",14125
"15085",8525202,8525752,"-","H37Rv",14126
"7065",8525752,8526302,"+","H37Rv",14127
"15086",8525752,8526302,"-","H37Rv",14128
"7066",8526302,8526852,"+","H37Rv",14129
"15087",8526302,8526852,"-","H37Rv",14130
"7067",8526852,8527402,"+","H37Rv",14131
"15088",8526852,8527402,"-","H37Rv",14132
"7068",8527402,8527952,"+","H37Rv",14133
"15089",8527402,8527952,"-","H37Rv",14134
"7069",8527952,8528502,"+","H37Rv",14135
"15090",8527952,8528502,"-","H37Rv",14136
"7070",8528502,8529052,"+","H37Rv",14137
"15091",8528502,8529052,"-","H37Rv",14138
"7071",8529052,8529602,"+","H37Rv",14139
"15092",8529052,8529602,"-","H37Rv",14140
"7072",8529602,8530152,"+","H37Rv",14141
"15093",8529602,8530152,"-","H37Rv",14142
"7073",8530152,8530702,"+","H37Rv",14143
"15094",8530152,8530702,"-","H37Rv",14144
"7074",8530702,8531252,"+","H37Rv",14145
"15095",8530702,8531252,"-","H37Rv",14146
"7075",8531252,8531802,"+","H37Rv",14147
"15096",8531252,8531802,"-","H37Rv",14148
"7076",8531802,8532352,"+","H37Rv",14149
"15097",8531802,8532352,"-","H37Rv",14150
"7077",8532352,8532902,"+","H37Rv",14151
"15098",8532352,8532902,"-","H37Rv",14152
"7078",8532902,8533452,"+","H37Rv",14153
"15099",8532902,8533452,"-","H37Rv",14154
"7079",8533452,8534002,"+","H37Rv",14155
"15100",8533452,8534002,"-","H37Rv",14156
"7080",8534002,8534552,"+","H37Rv",14157
"15101",8534002,8534552,"-","H37Rv",14158
"7081",8534552,8535102,"+","H37Rv",14159
"15102",8534552,8535102,"-","H37Rv",14160
"7082",8535102,8535652,"+","H37Rv",14161
"15103",8535102,8535652,"-","H37Rv",14162
"7083",8535652,8536202,"+","H37Rv",14163
"15104",8535652,8536202,"-","H37Rv",14164
"7084",8536202,8536752,"+","H37Rv",14165
"15105",8536202,8536752,"-","H37Rv",14166
"7085",8536752,8537302,"+","H37Rv",14167
"15106",8536752,8537302,"-","H37Rv",14168
"7086",8537302,8537852,"+","H37Rv",14169
"15107",8537302,8537852,"-","H37Rv",14170
"7087",8537852,8538402,"+","H37Rv",14171
"15108",8537852,8538402,"-","H37Rv",14172
"7088",8538402,8538952,"+","H37Rv",14173
"15109",8538402,8538952,"-","H37Rv",14174
"7089",8538952,8539502,"+","H37Rv",14175
"15110",8538952,8539502,"-","H37Rv",14176
"7090",8539502,8540052,"+","H37Rv",14177
"15111",8539502,8540052,"-","H37Rv",14178
"7091",8540052,8540602,"+","H37Rv",14179
"15112",8540052,8540602,"-","H37Rv",14180
"7092",8540602,8541152,"+","H37Rv",14181
"15113",8540602,8541152,"-","H37Rv",14182
"7093",8541152,8541702,"+","H37Rv",14183
"15114",8541152,8541702,"-","H37Rv",14184
"7094",8541702,8542252,"+","H37Rv",14185
"15115",8541702,8542252,"-","H37Rv",14186
"7095",8542252,8542802,"+","H37Rv",14187
"15116",8542252,8542802,"-","H37Rv",14188
"7096",8542802,8543352,"+","H37Rv",14189
"15117",8542802,8543352,"-","H37Rv",14190
"7097",8543352,8543902,"+","H37Rv",14191
"15118",8543352,8543902,"-","H37Rv",14192
"7098",8543902,8544452,"+","H37Rv",14193
"15119",8543902,8544452,"-","H37Rv",14194
"7099",8544452,8545002,"+","H37Rv",14195
"15120",8544452,8545002,"-","H37Rv",14196
"7100",8545002,8545552,"+","H37Rv",14197
"15121",8545002,8545552,"-","H37Rv",14198
"7101",8545552,8546102,"+","H37Rv",14199
"15122",8545552,8546102,"-","H37Rv",14200
"7102",8546102,8546652,"+","H37Rv",14201
"15123",8546102,8546652,"-","H37Rv",14202
"7103",8546652,8547202,"+","H37Rv",14203
"15124",8546652,8547202,"-","H37Rv",14204
"7104",8547202,8547752,"+","H37Rv",14205
"15125",8547202,8547752,"-","H37Rv",14206
"7105",8547752,8548302,"+","H37Rv",14207
"15126",8547752,8548302,"-","H37Rv",14208
"7106",8548302,8548852,"+","H37Rv",14209
"15127",8548302,8548852,"-","H37Rv",14210
"7107",8548852,8549402,"+","H37Rv",14211
"15128",8548852,8549402,"-","H37Rv",14212
"7108",8549402,8549952,"+","H37Rv",14213
"15129",8549402,8549952,"-","H37Rv",14214
"7109",8549952,8550502,"+","H37Rv",14215
"15130",8549952,8550502,"-","H37Rv",14216
"7110",8550502,8551052,"+","H37Rv",14217
"15131",8550502,8551052,"-","H37Rv",14218
"7111",8551052,8551602,"+","H37Rv",14219
"15132",8551052,8551602,"-","H37Rv",14220
"7112",8551602,8552152,"+","H37Rv",14221
"15133",8551602,8552152,"-","H37Rv",14222
"7113",8552152,8552702,"+","H37Rv",14223
"15134",8552152,8552702,"-","H37Rv",14224
"7114",8552702,8553252,"+","H37Rv",14225
"15135",8552702,8553252,"-","H37Rv",14226
"7115",8553252,8553802,"+","H37Rv",14227
"15136",8553252,8553802,"-","H37Rv",14228
"7116",8553802,8554352,"+","H37Rv",14229
"15137",8553802,8554352,"-","H37Rv",14230
"7117",8554352,8554902,"+","H37Rv",14231
"15138",8554352,8554902,"-","H37Rv",14232
"7118",8554902,8555452,"+","H37Rv",14233
"15139",8554902,8555452,"-","H37Rv",14234
"7119",8555452,8556002,"+","H37Rv",14235
"15140",8555452,8556002,"-","H37Rv",14236
"7120",8556002,8556552,"+","H37Rv",14237
"15141",8556002,8556552,"-","H37Rv",14238
"7121",8556552,8557102,"+","H37Rv",14239
"15142",8556552,8557102,"-","H37Rv",14240
"7122",8557102,8557652,"+","H37Rv",14241
"15143",8557102,8557652,"-","H37Rv",14242
"7123",8557652,8558202,"+","H37Rv",14243
"15144",8557652,8558202,"-","H37Rv",14244
"7124",8558202,8558752,"+","H37Rv",14245
"15145",8558202,8558752,"-","H37Rv",14246
"7125",8558752,8559302,"+","H37Rv",14247
"15146",8558752,8559302,"-","H37Rv",14248
"7126",8559302,8559852,"+","H37Rv",14249
"15147",8559302,8559852,"-","H37Rv",14250
"7127",8559852,8560402,"+","H37Rv",14251
"15148",8559852,8560402,"-","H37Rv",14252
"7128",8560402,8560952,"+","H37Rv",14253
"15149",8560402,8560952,"-","H37Rv",14254
"7129",8560952,8561502,"+","H37Rv",14255
"15150",8560952,8561502,"-","H37Rv",14256
"7130",8561502,8562052,"+","H37Rv",14257
"15151",8561502,8562052,"-","H37Rv",14258
"7131",8562052,8562602,"+","H37Rv",14259
"15152",8562052,8562602,"-","H37Rv",14260
"7132",8562602,8563152,"+","H37Rv",14261
"15153",8562602,8563152,"-","H37Rv",14262
"7133",8563152,8563702,"+","H37Rv",14263
"15154",8563152,8563702,"-","H37Rv",14264
"7134",8563702,8564252,"+","H37Rv",14265
"15155",8563702,8564252,"-","H37Rv",14266
"7135",8564252,8564802,"+","H37Rv",14267
"15156",8564252,8564802,"-","H37Rv",14268
"7136",8564802,8565352,"+","H37Rv",14269
"15157",8564802,8565352,"-","H37Rv",14270
"7137",8565352,8565902,"+","H37Rv",14271
"15158",8565352,8565902,"-","H37Rv",14272
"7138",8565902,8566452,"+","H37Rv",14273
"15159",8565902,8566452,"-","H37Rv",14274
"7139",8566452,8567002,"+","H37Rv",14275
"15160",8566452,8567002,"-","H37Rv",14276
"7140",8567002,8567552,"+","H37Rv",14277
"15161",8567002,8567552,"-","H37Rv",14278
"7141",8567552,8568102,"+","H37Rv",14279
"15162",8567552,8568102,"-","H37Rv",14280
"7142",8568102,8568652,"+","H37Rv",14281
"15163",8568102,8568652,"-","H37Rv",14282
"7143",8568652,8569202,"+","H37Rv",14283
"15164",8568652,8569202,"-","H37Rv",14284
"7144",8569202,8569752,"+","H37Rv",14285
"15165",8569202,8569752,"-","H37Rv",14286
"7145",8569752,8570302,"+","H37Rv",14287
"15166",8569752,8570302,"-","H37Rv",14288
"7146",8570302,8570852,"+","H37Rv",14289
"15167",8570302,8570852,"-","H37Rv",14290
"7147",8570852,8571402,"+","H37Rv",14291
"15168",8570852,8571402,"-","H37Rv",14292
"7148",8571402,8571952,"+","H37Rv",14293
"15169",8571402,8571952,"-","H37Rv",14294
"7149",8571952,8572502,"+","H37Rv",14295
"15170",8571952,8572502,"-","H37Rv",14296
"7150",8572502,8573052,"+","H37Rv",14297
"15171",8572502,8573052,"-","H37Rv",14298
"7151",8573052,8573602,"+","H37Rv",14299
"15172",8573052,8573602,"-","H37Rv",14300
"7152",8573602,8574152,"+","H37Rv",14301
"15173",8573602,8574152,"-","H37Rv",14302
"7153",8574152,8574702,"+","H37Rv",14303
"15174",8574152,8574702,"-","H37Rv",14304
"7154",8574702,8575252,"+","H37Rv",14305
"15175",8574702,8575252,"-","H37Rv",14306
"7155",8575252,8575802,"+","H37Rv",14307
"15176",8575252,8575802,"-","H37Rv",14308
"7156",8575802,8576352,"+","H37Rv",14309
"15177",8575802,8576352,"-","H37Rv",14310
"7157",8576352,8576902,"+","H37Rv",14311
"15178",8576352,8576902,"-","H37Rv",14312
"7158",8576902,8577452,"+","H37Rv",14313
"15179",8576902,8577452,"-","H37Rv",14314
"7159",8577452,8578002,"+","H37Rv",14315
"15180",8577452,8578002,"-","H37Rv",14316
"7160",8578002,8578552,"+","H37Rv",14317
"15181",8578002,8578552,"-","H37Rv",14318
"7161",8578552,8579102,"+","H37Rv",14319
"15182",8578552,8579102,"-","H37Rv",14320
"7162",8579102,8579652,"+","H37Rv",14321
"15183",8579102,8579652,"-","H37Rv",14322
"7163",8579652,8580202,"+","H37Rv",14323
"15184",8579652,8580202,"-","H37Rv",14324
"7164",8580202,8580752,"+","H37Rv",14325
"15185",8580202,8580752,"-","H37Rv",14326
"7165",8580752,8581302,"+","H37Rv",14327
"15186",8580752,8581302,"-","H37Rv",14328
"7166",8581302,8581852,"+","H37Rv",14329
"15187",8581302,8581852,"-","H37Rv",14330
"7167",8581852,8582402,"+","H37Rv",14331
"15188",8581852,8582402,"-","H37Rv",14332
"7168",8582402,8582952,"+","H37Rv",14333
"15189",8582402,8582952,"-","H37Rv",14334
"7169",8582952,8583502,"+","H37Rv",14335
"15190",8582952,8583502,"-","H37Rv",14336
"7170",8583502,8584052,"+","H37Rv",14337
"15191",8583502,8584052,"-","H37Rv",14338
"7171",8584052,8584602,"+","H37Rv",14339
"15192",8584052,8584602,"-","H37Rv",14340
"7172",8584602,8585152,"+","H37Rv",14341
