Table S2: Data for individual TA sites in the M. tuberculosis H37Rv genome (NC_018143.1).,,,,,,,,,,,,,
Coordinate,Matches Non Permissive Motif,Num. of Datasets with Insertions,Sum of Normalized Read Counts,Mean Normalized Read Count Among Replicates With Insertions,Low Coverage Site,ORF ID,tRNA,rRNA,DNA-Methylation-Site,TRIT-Site,5pUTR,Promoter,Essentiality State
3035172,,9,1391.8,154.6,,Rv2723,,,,,,,NE
3035239,TRUE,0,0,0,,Rv2723,,,,,,,NE
3035318,,9,1264.7,140.5,,Rv2723,,,,,,,NE
3035337,,14,3881.8,277.3,,Rv2723,,,,,,,NE
3035376,,9,879.2,97.7,,Rv2723,,,,,,,NE
3035416,,5,227.2,45.4,,Rv2723,,,,,,,NE
3035424,TRUE,0,0,0,,Rv2723,,,,,,,NE
3035456,,14,3757.1,268.4,,Rv2723,,,,,,,NE
3035547,,14,4027.7,287.7,,Rv2723,,,,,,,NE
3035550,,14,4474.1,319.6,,Rv2723,,,,,,,NE
3035600,,14,4183.9,298.8,,Rv2723,,,,,,,NE
3035651,,14,2754.1,196.7,,Rv2723,,,,,,,NE
3035682,,12,1678.6,139.9,,Rv2723,,,,,,,NE
3035687,,14,5314.4,379.6,,Rv2723,,,,,,,NE
3035696,,7,237.5,33.9,,Rv2723,,,,,,,NE
3035921,,8,859.2,107.4,,Rv2723,,,,,,,NE
3035933,,14,2619,187.1,,Rv2723,,,,,,,NE
3035948,,14,4251.8,303.7,,Rv2723,,,,,,,NE
3035983,,2,21.5,10.8,,Rv2723,,,,,,,NE
3036032,,7,114.4,16.3,,Rv2723,,,,,,,NE
3036121,,8,606.2,75.8,,,,,,,,,NE
3036132,,11,1147.9,104.4,,,,,,,,,NE
3036142,,11,1325.9,120.5,,Rv2724c,,,,,,,NE
3036196,,7,669.1,95.6,,Rv2724c,,,,,,,NE
3036207,,10,817.1,81.7,,Rv2724c,,,,,,,NE
3036223,,13,962,74,,Rv2724c,,,,,,,NE
3036241,,6,1039.1,173.2,,Rv2724c,,,,,,,NE
3036253,,13,1755,135,,Rv2724c,,,,,,,NE
3036259,,5,204.7,40.9,,Rv2724c,,,,,,,NE
3036295,,14,3887.8,277.7,,Rv2724c,,,,,,,NE
3036316,,14,3034.1,216.7,,Rv2724c,,,,,,,NE
3036371,,12,4148.6,345.7,,Rv2724c,,,,,,,NE
3036452,,8,654.1,81.8,,Rv2724c,,,,,,,NE
3036490,,14,6019.1,429.9,,Rv2724c,,,,,,,NE
3036580,,14,8821,630.1,,Rv2724c,,,,,,,NE
3036786,,14,6614.3,472.5,,Rv2724c,,,,,,,NE
3036831,,13,963.4,74.1,,Rv2724c,,,,,,,NE
3036838,,14,6389.5,456.4,,Rv2724c,,,,,,,NE
3036872,,14,3856.8,275.5,,Rv2724c,,,,,,,NE
3036887,,4,68.7,17.2,,Rv2724c,,,,,,,NE
3036991,,14,1265.1,90.4,,Rv2724c,,,,,,,NE
3037036,,13,1192.6,91.7,,Rv2724c,,,,,,,NE
3037075,,13,1705.6,131.2,,Rv2724c,,,,,,,NE
3037091,TRUE,2,24.5,12.2,,Rv2724c,,,,,,,NE
3037105,,13,1592.8,122.5,,Rv2724c,,,,,,,NE
3037201,,9,1073,119.2,,Rv2724c,,,,,,,NE
3037234,,12,440.7,36.7,,Rv2724c,,,,,,,NE
3037282,,14,1575.6,112.5,,Rv2724c,,,,,,PROM-833,NE
3037340,,11,990.3,90,,,,,,,5pUTR-Rv2724c_2,"PROM-833,PROM-1168",NE
3037366,,7,153.3,21.9,,,,,,,5pUTR-Rv2724c_2,"PROM-833,PROM-1168",NE
3037395,,11,838.9,76.3,,,,,,,,PROM-1168,NE
3037438,,14,3099.1,221.4,,Rv2725c,,,,,,,NE
3037533,,13,1964.2,151.1,,Rv2725c,,,,,,,NE
3037579,,11,957.3,87,,Rv2725c,,,,,,,NE
3037652,TRUE,6,256.5,42.8,,Rv2725c,,,,,,,NE
3037727,TRUE,3,251.4,83.8,,Rv2725c,,,,,,,NE
3037749,,10,460.5,46,,Rv2725c,,,,,,,NE
3037830,TRUE,0,0,0,,Rv2725c,,,,,,,NE
3037869,,14,3131.7,223.7,,Rv2725c,,,,,,,NE
3037973,,11,1569.8,142.7,,Rv2725c,,,,,,,NE
3038034,,12,1624.8,135.4,,Rv2725c,,,,,,,NE
3038078,,11,1404.6,127.7,,Rv2725c,,,,,,,NE
3038092,,8,395.9,49.5,,Rv2725c,,,,,,,NE
3038184,,12,1776.9,148.1,,Rv2725c,,,,,,,NE
3038338,,14,8707,621.9,,Rv2725c,,,,,,,NE
3038429,,12,2055.6,171.3,,Rv2725c,,,,,,,NE
3038435,,13,995.6,76.6,,Rv2725c,,,,,,,NE
3038560,,14,3625.2,258.9,,Rv2725c,,,,,,,NE
3038728,,13,1928.4,148.3,,Rv2725c,,,,,,,NE
3038860,,14,5598,399.9,,Rv2725c,,,,,,,NE
3038867,,14,5466.4,390.5,,Rv2725c,,,,,,,NE
3038874,,3,278.9,93,,Rv2725c,,,,,,,NE
3038924,,13,1730,133.1,,Rv2725c,,,,,,,NE
3039033,TRUE,0,0,0,TRUE,Rv2726c,,,,,,,ES
3039205,,0,0,0,TRUE,Rv2726c,,,,,,,ES
3039324,TRUE,0,0,0,TRUE,Rv2726c,,,,,,,ES
3039425,,0,0,0,TRUE,Rv2726c,,,,,,,ES
3039478,,0,0,0,TRUE,Rv2726c,,,,,,,ES
3039521,,1,6.9,6.9,TRUE,Rv2726c,,,,,,,ES
3039584,,0,0,0,TRUE,Rv2726c,,,,,,,ES
3039593,,0,0,0,TRUE,Rv2726c,,,,,,,ES
3039640,,0,0,0,TRUE,Rv2726c,,,,,,,ES
3039666,,0,0,0,TRUE,Rv2726c,,,,,,,ES
3039786,TRUE,0,0,0,TRUE,Rv2726c,,,,,,,ES
3039841,,13,727.9,56,TRUE,Rv2727c,,,,,,,NE
3039853,,1,7,7,TRUE,Rv2727c,,,,,,,GD
3039965,,6,22.1,3.7,TRUE,Rv2727c,,,,,,,GD
3039983,,6,36.7,6.1,TRUE,Rv2727c,,,,,,,GD
3040042,,4,34.9,8.7,TRUE,Rv2727c,,,,,,,GD
3040045,,5,25.7,5.1,TRUE,Rv2727c,,,,,,,GD
3040055,,0,0,0,TRUE,Rv2727c,,,,,,,GD
3040114,,5,26.2,5.2,TRUE,Rv2727c,,,,,,,GD
3040206,TRUE,0,0,0,TRUE,Rv2727c,,,,,,,GD
3040351,,2,8.4,4.2,TRUE,Rv2727c,,,,,,,GD
3040411,,4,13.4,3.4,TRUE,Rv2727c,,,,,,,GD
3040463,,9,62.8,7,TRUE,Rv2727c,,,,,,,GD
3040544,,1,1,1,TRUE,Rv2727c,,,,,,,GD
3040655,,5,21,4.2,TRUE,Rv2727c,,,,,,,GD
3040761,,1,6.4,6.4,TRUE,Rv2727c,,,,,,,GD
3040801,,12,694.7,57.9,,Rv2728c,,,,,,,NE
3040828,,12,775.2,64.6,,Rv2728c,,,,,,,NE
3040970,,7,206.5,29.5,,Rv2728c,,,,,,,NE
3040990,,12,1421.1,118.4,,Rv2728c,,,,,,,NE
3041040,,14,4545.4,324.7,,Rv2728c,,,,,,,NE
3041043,,12,1611.9,134.3,,Rv2728c,,,DNAMethylation-241,,,,NE
3041131,,9,588.7,65.4,,Rv2728c,,,,,,,NE
3041175,,3,359.2,119.7,,Rv2728c,,,,,,,NE
3041186,,13,1337.8,102.9,,Rv2728c,,,,,,,NE
3041190,,11,601.2,54.7,,Rv2728c,,,,,,,NE
3041205,,12,973.5,81.1,,Rv2728c,,,,,,,NE
3041482,,14,1002.1,71.6,,,,,,,,,NE
3041661,,14,2359.9,168.6,,Rv2729c,,,,,,,NE
3041685,,10,546.9,54.7,,Rv2729c,,,,,,,NE
3041808,TRUE,2,47.4,23.7,,Rv2729c,,,,,,,NE
3041856,,14,2185.3,156.1,,Rv2729c,,,,,,,NE
3041875,,14,6576.3,469.7,,Rv2729c,,,,,,,NE
3041952,,9,899.3,99.9,,Rv2729c,,,,,,,NE
3042095,,11,1292.7,117.5,,Rv2729c,,,,,,,NE
3042153,,13,1482.4,114,,Rv2729c,,,,,,,NE
3042179,,14,2071.9,148,,Rv2729c,,,,,,,NE
3042376,,14,4641,331.5,,Rv2729c,,,,,,,NE
3042421,,13,1744.3,134.2,,Rv2729c,,,,,,,NE
3042485,,14,5295.8,378.3,,Rv2729c,,,,,5pUTR-Rv2729c,PROM-432,NE
3042526,,14,6825.6,487.5,,,,,,,5pUTR-Rv2729c,PROM-432,NE
3042538,,13,1375,105.8,,,,,,,,PROM-432,NE
3042578,,14,4018,287,,Rv2730,,,,,,PROM-432,NE
3042640,,13,1956.9,150.5,,Rv2730,,,,,,,NE
3042732,,12,1381.8,115.1,,Rv2730,,,,,,,NE
3042767,,14,2765.7,197.5,,Rv2730,,,,,,,NE
3042788,,14,4456.1,318.3,,Rv2730,,,,,,,NE
3042791,,8,166.3,20.8,,Rv2730,,,,,,,NE
3042827,,14,1828.3,130.6,,Rv2730,,,,,,,NE
3042874,,8,621.5,77.7,,Rv2730,,,,,,,NE
3042907,,14,7115.9,508.3,,Rv2730,,,,,,PROM-127,NE
3042919,,14,21248.3,1517.7,,Rv2730,,,,,,PROM-127,NE
3043001,,13,1916.7,147.4,,Rv2730,,,,,5pUTR-Rv2731,,NE
3043022,,14,4698.7,335.6,,Rv2730,,,,,5pUTR-Rv2731,,NE
3043156,,10,936.2,93.6,,Rv2731,,,,,,,NE
3043203,,4,206.6,51.7,,Rv2731,,,,,,,NE
3043251,,13,1113.8,85.7,,Rv2731,,,,,,,NE
3043551,,9,1005.5,111.7,,Rv2731,,,,,,,NE
3043656,,14,1940.4,138.6,,Rv2731,,,,,,,NE
3043699,,13,1920,147.7,,Rv2731,,,,,,,NE
3043716,,14,2621.7,187.3,,Rv2731,,,,,,,NE
3044159,,11,510.5,46.4,,Rv2731,,,,,,,NE
3044386,,4,100,25,,"Rv2731,Rv2732c",,,,,,,NE
3044588,TRUE,2,33.1,16.5,,Rv2732c,,,,,,,NE
3044631,,14,2083,148.8,,Rv2732c,,,,,,,NE
3044648,TRUE,1,44.6,44.6,,Rv2732c,,,,,,,NE
3044760,,9,402.2,44.7,,Rv2732c,,,,,,,NE
3044840,,4,170,42.5,,Rv2732c,,,,,,,NE
3044852,,11,1300.3,118.2,,Rv2732c,,,,,,,NE
3045375,,13,465.8,35.8,,Rv2733c,,,,,,,NE
3045447,,12,475.3,39.6,,Rv2733c,,,,,,,NE
3045457,,7,304.1,43.4,,Rv2733c,,,,,,,NE
3045553,,9,373.7,41.5,,Rv2733c,,,,,,,NE
3045603,,7,250.8,35.8,,Rv2733c,,,,,,,NE
3045618,,14,730.6,52.2,,Rv2733c,,,,,,,NE
3045662,,11,425.1,38.6,,Rv2733c,,,,,,,NE
3045820,,9,104.2,11.6,,Rv2733c,,,,,,,NE
3045855,,10,160.4,16,,Rv2733c,,,,,,,NE
3045958,,4,112,28,,Rv2733c,,,,,,,NE
3046032,,7,161.3,23,,Rv2733c,,,,,,,NE
3046175,,8,534.2,66.8,,Rv2733c,,,,,,,NE
3046293,,11,241.8,22,,Rv2733c,,,,,,,NE
3046377,TRUE,0,0,0,,Rv2733c,,,,,,,NE
3046440,,14,1240.4,88.6,,Rv2733c,,,,,,,NE
3046455,,14,946.8,67.6,,Rv2733c,,,,,,,NE
3046554,,14,2041,145.8,,,,,,,5pUTR-Rv2733c,,NE
3046613,TRUE,4,63.7,15.9,,,,,,,5pUTR-Rv2733c,,NE
3046693,,12,1863.2,155.3,,,,,,,5pUTR-Rv2733c,PROM-1014,NE
3046714,,14,3493.4,249.5,,,,,,,5pUTR-Rv2733c,PROM-1014,NE
3046731,,14,3660.5,261.5,,,,,,,,PROM-1014,NE
3046743,,14,5617.8,401.3,,,,,,,,PROM-1014,NE
3046777,,14,5149.3,367.8,,,,,,,,PROM-1014,NE
3046829,,9,642.5,71.4,,,,,,,,,NE
3046898,,12,1566.8,130.6,,Rv2734,,,,,,,NE
3046921,,13,1459.3,112.3,,Rv2734,,,,,,,NE
3046934,TRUE,6,123.6,20.6,,Rv2734,,,,,,,NE
3046946,,6,132.2,22,,Rv2734,,,,,,,NE
3046969,,14,5188.4,370.6,,Rv2734,,,,,,,NE
3047096,,14,2503.6,178.8,,Rv2734,,,,,,,NE
3047127,,7,1625.1,232.2,,Rv2734,,,,,,,NE
3047170,,14,3640.3,260,,Rv2734,,,,,,,NE
3047283,,1,48.8,48.8,,Rv2734,,,,,,,NE
3047294,,13,2012.6,154.8,,Rv2734,,,,,,,NE
3047315,,9,697.3,77.5,,Rv2734,,,,,,,NE
3047339,,4,71.4,17.8,TRUE,Rv2734,,,,,,,NE
3047360,,1,6.7,6.7,TRUE,Rv2734,,,,,,,NE
3047366,,6,286.7,47.8,TRUE,Rv2734,,,,,,,NE
3047385,TRUE,1,6.9,6.9,TRUE,Rv2734,,,,,,,NE
3047445,,0,0,0,TRUE,Rv2734,,,,,,,NE
3047454,,4,166.5,41.6,TRUE,Rv2734,,,DNAMethylation-242,,,,NE
3047460,,2,14.5,7.2,TRUE,Rv2734,,,DNAMethylation-242,,,,NE
3047502,,3,19.4,6.5,TRUE,Rv2734,,,,,,,NE
3047562,,2,97.6,48.8,TRUE,Rv2734,,,,,,,NE
3047571,,7,364.7,52.1,TRUE,"Rv2734,Rv2735c",,,,,,,NE
3047669,,13,1416.1,108.9,,"Rv2734,Rv2735c",,,,,,,NE
3047687,,9,1151.5,127.9,,Rv2735c,,,,,,,NE
3047781,,14,1091,77.9,,Rv2735c,,,,,,,NE
3047851,,10,837.7,83.8,,Rv2735c,,,,,,,NE
3047872,,14,852.2,60.9,,Rv2735c,,,,,,,NE
3047883,,13,2527.9,194.5,,Rv2735c,,,DNAMethylation-243,,,,NE
3047889,,6,407.7,67.9,,Rv2735c,,,,,,,NE
3047901,,11,1252.1,113.8,,Rv2735c,,,,,,,NE
3047926,,14,3185.8,227.6,,Rv2735c,,,,,,,NE
3047943,,12,2828.8,235.7,,Rv2735c,,,,,,,NE
3047957,,14,3990.3,285,,Rv2735c,,,,,,,NE
3047984,,12,4746.7,395.6,,Rv2735c,,,,,,,NE
3048009,,14,4495.5,321.1,,Rv2735c,,,,,,,NE
3048031,,6,289.3,48.2,,Rv2735c,,,,,,,NE
3048095,,14,3516.1,251.1,,Rv2735c,,,,,,,NE
3048112,,6,670,111.7,,Rv2735c,,,,,,,NE
3048142,,11,641.2,58.3,,Rv2735c,,,,,,,NE
3048218,,7,416.9,59.6,,Rv2735c,,,,,,,NE
3048245,,11,1061.6,96.5,,Rv2735c,,,,,,,NE
3048273,,6,228.5,38.1,,Rv2735c,,,,,,,NE
3048277,,12,1101.3,91.8,,Rv2735c,,,,,,,NE
3048334,,2,27.6,13.8,,Rv2735c,,,,,,,NE
3048379,,2,92.3,46.2,,Rv2735c,,,,,,,NE
3048385,,5,180.7,36.1,,Rv2735c,,,,,,,NE
3048425,,12,1629.3,135.8,,Rv2735c,,,,,,,NE
3048459,,2,13.7,6.8,,Rv2735c,,,,,,,NE
3048484,,8,312.6,39.1,,Rv2735c,,,,,,,NE
3048507,,5,284,56.8,,Rv2735c,,,,,,,NE
3048518,,11,972.9,88.4,,Rv2735c,,,,,,,NE
3048543,,10,563.7,56.4,,Rv2735c,,,,,,,NE
3048556,,6,225.5,37.6,,Rv2735c,,,,,,,NE
3048573,,9,222.1,24.7,,Rv2736c,,,,,,,NE
3048613,TRUE,2,20.9,10.5,,Rv2736c,,,,,,,NE
3048642,,7,291.3,41.6,,Rv2736c,,,,,,,NE
3048737,,11,1677.6,152.5,,Rv2736c,,,,,,,NE
3048941,,6,370.6,61.8,,Rv2736c,,,,,,,NE
3048966,TRUE,3,30.7,10.2,,Rv2736c,,,,,,,NE
3048992,,6,460.6,76.8,,Rv2736c,,,,,,,NE
3049234,,13,894.9,68.8,,Rv2737c,,,,,,,NE
3049321,,11,260.5,23.7,,Rv2737c,,,,,,,NE
3049465,,7,370.5,52.9,,Rv2737c,,,,,,,NE
3049560,,14,1805.5,129,,Rv2737c,,,,,,,NE
3049599,,10,730,73,,Rv2737c,,,,,,,NE
3049651,,12,619.5,51.6,,Rv2737c,,,,,,,NE
3049687,,14,2245.9,160.4,,Rv2737c,,,,,,,NE
3049742,,6,118.7,19.8,,Rv2737c,,,,,,,NE
3049799,TRUE,9,289.8,32.2,,Rv2737c,,,,,,,NE
3049805,,5,109.4,21.9,,Rv2737c,,,,,,,NE
3049891,,11,463.2,42.1,,Rv2737c,,,,,,,NE
3049972,,9,176,19.6,,Rv2737c,,,,,,,NE
3050119,,13,1285.2,98.9,,Rv2737c,,,,,,,NE
3050123,,12,449.1,37.4,,Rv2737c,,,,,,,NE
3050192,,14,2904.1,207.4,,Rv2737c,,,,,,,NE
3050329,,11,590.3,53.7,,Rv2737c,,,,,,,NE
3050446,,12,1272.4,106,,Rv2737c,,,,,,,NE
3050597,,14,1694.1,121,,Rv2737c,,,,,,,NE
3050639,,12,1164.7,97.1,,Rv2737c,,,,,,,NE
3050729,,7,149.9,21.4,,Rv2737c,,,,,,,NE
3050779,,13,820.2,63.1,,Rv2737c,,,,,,,NE
3050882,,6,165.1,27.5,,Rv2737c,,,,,,,NE
3051124,,12,631.9,52.7,,Rv2737c,,,,,,,NE
3051218,,8,288,36,,Rv2737c,,,,,,,NE
3051238,,14,2621.4,187.2,,Rv2737c,,,,,,,NE
3051240,,14,4511.9,322.3,,Rv2737c,,,,,,,NE
3051246,,12,617.1,51.4,,Rv2737c,,,,,,,NE
3051291,,12,880.5,73.4,,Rv2737c,,,,,,,NE
3051370,,7,352.1,50.3,,Rv2737c,,,,,,,NE
3051470,TRUE,0,0,0,,,,,,,"5pUTR-Rv2737c,5pUTR-Rv2737c_2",PROM-891,NE
3051493,,14,3692.5,263.7,,,,,,,"5pUTR-Rv2737c,5pUTR-Rv2737c_2","PROM-259,PROM-891",NE
3051539,,1,1,1,,,,,,,5pUTR-Rv2737c,"PROM-259,PROM-891",NE
3051688,TRUE,1,151.9,151.9,,Rv2737A,,,,,,,NE
3051758,,12,1301.9,108.5,,Rv2737A,,,,,,,NE
3051765,TRUE,1,2,2,,Rv2737A,,,,,,,NE
3051908,,3,91.2,30.4,,Rv2738c,,,,,,,NE
3051958,,13,1415.7,108.9,,Rv2738c,,,,,,,NE
3051981,TRUE,6,449.8,75,,Rv2738c,,,,,,,NE
3052022,,14,3161.1,225.8,,Rv2738c,,,,,,,NE
3052034,TRUE,5,67.2,13.4,,Rv2739c,,,,,,,NE
3052200,TRUE,7,209.6,29.9,,Rv2739c,,,,,,,NE
3052213,,5,59.4,11.9,,Rv2739c,,,,,,,NE
3052782,TRUE,0,0,0,,Rv2739c,,,,,,,NE
3052838,,14,982.3,70.2,,Rv2739c,,,,,,,NE
3052876,,12,446.1,37.2,,Rv2739c,,,,,,,NE
3053206,,9,610.8,67.9,,,,,,,,PROM-1652,NE
3053230,,14,1305.1,93.2,,,,,,,,PROM-1652,NE
3053378,,12,3779.5,315,,Rv2740,,,,,,,NE
3053526,,11,1054.5,95.9,,Rv2740,,,,,,,NE
3053568,,12,893.7,74.5,,Rv2740,,,,,,,NE
3053609,,14,6036.2,431.2,,Rv2740,,,,,,,NE
3053621,,14,5710,407.9,,Rv2740,,,,,,,NE
3053690,,13,1632.9,125.6,,Rv2740,,,,,,,NE
3053724,,14,5812.1,415.1,,,,,,,,,NE
3053736,TRUE,0,0,0,,,,,,,,,NE
3053742,,14,1397.9,99.8,,,,,,,,,NE
3053766,,14,2026.9,144.8,,,,,,,,,NE
3053772,,13,1171.7,90.1,,,,,,,,,NE
3053840,,11,843.4,76.7,,,,,,,,PROM-290,NE
3053842,,14,7366.3,526.2,,,,,,,,PROM-290,NE
3053955,,8,577.7,72.2,,Rv2741,,,,,,,NE
3054069,TRUE,1,6.9,6.9,,Rv2741,,,,,,,NE
3054107,,14,5236.3,374,,Rv2741,,,,,,,NE
3054176,,8,1588.3,198.5,,Rv2741,,,,,,,NE
3054182,,14,7754.1,553.9,,Rv2741,,,,,,,NE
3054225,,14,4152.5,296.6,,Rv2741,,,,,,,NE
3054237,,11,2639,239.9,,Rv2741,,,,,,,NE
3054295,,12,1246.5,103.9,,Rv2741,,,,,,,NE
3054338,,14,2993.4,213.8,,Rv2741,,,,,,,NE
3054352,TRUE,4,16.6,4.1,,Rv2741,,,,,,,NE
3054394,TRUE,3,82.5,27.5,,Rv2741,,,,,,,NE
3054624,,1,3.3,3.3,,Rv2741,,,,,,,NE
3055018,,3,106.1,35.4,,Rv2741,,,,,,,NE
3055032,,14,1880.4,134.3,,Rv2741,,,,,,,NE
3055034,,13,462.6,35.6,,Rv2741,,,,,,,NE
3055102,TRUE,4,76.5,19.1,,Rv2741,,,,,,,NE
3055153,TRUE,1,20.8,20.8,,Rv2741,,,,,,,NE
3055158,,13,2397.6,184.4,,Rv2741,,,,,,,NE
3055186,TRUE,0,0,0,,Rv2741,,,,,,,NE
3055202,,14,2944.3,210.3,,Rv2741,,,,,,,NE
3055329,,13,674.7,51.9,,Rv2741,,,,,,,NE
3055345,,8,208.6,26.1,,Rv2741,,,,,,,NE
3055354,TRUE,0,0,0,,Rv2741,,,,,,,NE
3055495,,13,1411.4,108.6,,Rv2741,,,,,,,NE
3055509,,8,817,102.1,,,,,,,,,NE
3055687,,2,21.4,10.7,,Rv2742c,,,,,,,NE
3055737,,10,1043.6,104.4,,Rv2742c,,,,,,,NE
3055791,,9,642.4,71.4,,Rv2742c,,,,,,,NE
3055795,,14,1029.9,73.6,,Rv2742c,,,,,,,NE
3055896,,6,86.4,14.4,,Rv2742c,,,,,,,NE
3055928,,14,2131.8,152.3,,Rv2742c,,,,,,,NE
3055942,,14,2983.2,213.1,,Rv2742c,,,,,,,NE
3055950,,14,4987.5,356.2,,Rv2742c,,,,,,,NE
3056016,TRUE,9,527.6,58.6,,Rv2742c,,,,,,,NE
3056023,,11,537.8,48.9,,Rv2742c,,,,,,,NE
3056071,,14,5879,419.9,,Rv2742c,,,,,,,NE
3056080,,12,1321.2,110.1,,Rv2742c,,,,,,,NE
3056086,,10,1594.2,159.4,,Rv2742c,,,,,,,NE
3056275,,14,3065.6,219,,Rv2742c,,,,,,,NE
3056300,,14,5554.3,396.7,,Rv2742c,,,,,,,NE
3056392,,14,4119.3,294.2,,,,,,,5pUTR-Rv2742c,PROM-546,NE
3056394,,10,1771.6,177.2,,,,,,,,PROM-546,NE
3056404,,11,892.4,81.1,,,,,,,,PROM-546,NE
3056431,,13,2418.4,186,,Rv2743c,,,,,,PROM-546,NE
3056515,TRUE,2,53.8,26.9,,Rv2743c,,,,,,,NE
3056596,,9,435.8,48.4,,Rv2743c,,,,,,,NE
3056627,,4,124.1,31,,Rv2743c,,,,,,,NE
3056653,,14,2184.8,156.1,,Rv2743c,,,,,,,NE
3056754,,12,2272,189.3,,Rv2743c,,,,,,,NE
3056938,TRUE,3,302,100.7,,Rv2743c,,,,,,,NE
3056952,,14,3440.9,245.8,,Rv2743c,,,,,,,NE
3056993,,3,323.8,107.9,,Rv2743c,,,,,,,NE
3057011,,12,1554.4,129.5,,Rv2743c,,,,,,,NE
3057075,,14,1915,136.8,,Rv2743c,,,,,,,NE
3057156,,10,992.8,99.3,,Rv2743c,,,,,,,NE
3057182,TRUE,3,320.5,106.8,,Rv2743c,,,,,,,NE
3057262,,14,6537,466.9,,Rv2744c,,,,,,,NE
3057271,,12,1001,83.4,,Rv2744c,,,,,,,NE
3057287,,12,1678.7,139.9,,Rv2744c,,,,,,,NE
3057323,TRUE,9,341.6,38,,Rv2744c,,,,,,,NE
3057484,,11,570.4,51.9,,Rv2744c,,,,,,,NE
3057692,,10,498.7,49.9,,Rv2744c,,,,,,,NE
3057781,,14,4766.4,340.5,,Rv2744c,,,,,,,NE
3057914,TRUE,1,34.6,34.6,,Rv2744c,,,,,,,NE
3058042,,13,2194.9,168.8,,Rv2744c,,,,,,,NE
3058055,,12,1170.3,97.5,,Rv2744c,,,,,,,NE
3058078,,11,2089.5,190,,,,,,,,,NE
3058136,,9,497.3,55.3,,,,,,,,,NE
3058204,,14,3809.3,272.1,,Rv2745c,,,,,,,NE
3058370,,14,3057,218.4,,Rv2745c,,,,,,,NE
3058432,,14,3620.1,258.6,,Rv2745c,,,,,,,NE
3058664,,0,0,0,TRUE,Rv2746c,,,,,,,ES
3058711,,0,0,0,TRUE,Rv2746c,,,,,,,ES
3058756,,0,0,0,TRUE,Rv2746c,,,,,,,ES
3058827,,0,0,0,TRUE,Rv2746c,,,,,,,ES
3058830,,0,0,0,TRUE,Rv2746c,,,,,,,ES
3058876,,0,0,0,TRUE,Rv2746c,,,,,,,ES
3058994,,0,0,0,TRUE,Rv2746c,,,,,,,ES
3059028,,0,0,0,TRUE,Rv2746c,,,,,,,ES
3059047,,0,0,0,TRUE,Rv2746c,,,,,,,ES
3059062,,1,8.4,8.4,TRUE,Rv2746c,,,,,,,ES
3059093,,0,0,0,TRUE,Rv2746c,,,,,,,ES
3059148,,0,0,0,TRUE,Rv2746c,,,,,,,ES
3059182,,0,0,0,TRUE,Rv2746c,,,,,,,ES
3059222,,6,292.3,48.7,TRUE,Rv2746c,,,,,,PROM-1961,NE
3059259,,10,470.4,47,TRUE,,,,DNAMethylation-244,,,PROM-1961,NE
3059359,,3,15.6,5.2,TRUE,Rv2747,,,,,,,NE
3059401,,0,0,0,TRUE,Rv2747,,,,,,,ES
3059446,,1,2,2,TRUE,Rv2747,,,,,,,ES
3059544,TRUE,0,0,0,TRUE,Rv2747,,,,,,,ES
3059570,,0,0,0,TRUE,Rv2747,,,,,,,ES
3059710,,0,0,0,TRUE,Rv2747,,,,,,,ES
3059746,,0,0,0,TRUE,Rv2747,,,,,,,ES
3059794,,13,1157.3,89,,Rv2747,,,,"terminator10027,terminator10094",,,NE
3059866,,10,658.5,65.9,,Rv2748c,,,,"terminator10027,terminator10094",,,NE
3060146,,0,0,0,TRUE,Rv2748c,,,,,,,ES
3060169,,1,4.4,4.4,TRUE,Rv2748c,,,,,,,ES
3060232,,0,0,0,TRUE,Rv2748c,,,,,,,ES
3060550,,0,0,0,TRUE,Rv2748c,,,,,,,ES
3060556,,0,0,0,TRUE,Rv2748c,,,,,,,ES
3060565,,0,0,0,TRUE,Rv2748c,,,,,,,ES
3060664,,1,1,1,TRUE,Rv2748c,,,,,,,ES
3060760,,1,8.4,8.4,TRUE,Rv2748c,,,,,,,ES
3061041,,0,0,0,TRUE,Rv2748c,,,,,,,ES
3061100,TRUE,0,0,0,TRUE,Rv2748c,,,,,,,ES
3061111,,0,0,0,TRUE,Rv2748c,,,,,,,ES
3061177,,0,0,0,TRUE,Rv2748c,,,,,,,ES
3061308,,0,0,0,TRUE,Rv2748c,,,,,,,ES
3061336,,0,0,0,TRUE,Rv2748c,,,,,,,ES
3061370,,0,0,0,TRUE,Rv2748c,,,,,,,ES
3061422,TRUE,0,0,0,TRUE,Rv2748c,,,,,,,ES
3061504,,0,0,0,TRUE,Rv2748c,,,,,,,ES
3061507,,0,0,0,TRUE,Rv2748c,,,,,,,ES
3061594,,0,0,0,TRUE,Rv2748c,,,,,,,ES
3061701,,0,0,0,TRUE,Rv2748c,,,,,,,ES
3061901,,0,0,0,TRUE,Rv2748c,,,,,,,ES
3062037,,0,0,0,TRUE,Rv2748c,,,,,,,ES
3062192,,0,0,0,TRUE,Rv2748c,,,,,,,ES
3062354,,0,0,0,TRUE,Rv2748c,,,,,,,ES
3062360,,10,481.8,48.2,TRUE,Rv2748c,,,,,,,NE
3062372,,5,261.2,52.2,TRUE,Rv2748c,,,,,,,NE
3062379,,3,41.8,13.9,TRUE,Rv2748c,,,,,,,NE
